sku,product_name,category,unit
SKU1253,Product 1253,Category 39,TK
SKU1256,Product 1256,Category 44,TK
SKU1257,Product 1257,Category 20,TK
SKU1258,Product 1258,Category 20,TK
SKU1259,Product 1259,Category 21,TK
SKU1260,Product 1260,Category 06,TK
SKU1261,Product 1261,Category 06,TK
SKU1269,Product 1269,Category 39,TK
SKU1270,Product 1270,Category 39,TK
SKU1271,Product 1271,Category 28,TK
SKU1272,Product 1272,Category 63,TK
SKU1274,Product 1274,Category 60,TK
SKU1276,Product 1276,Category 10,TK
SKU1277,Product 1277,Category 10,TK
SKU1278,Product 1278,Category 10,TK
SKU1279,Product 1279,Category 10,TK
SKU1283,Product 1283,Category 66,TK
SKU1290,Product 1290,Category 52,KG
SKU1292,Product 1292,Category 19,TK
SKU1294,Product 1294,Category 17,TK
SKU1295,Product 1295,Category 63,TK
SKU1297,Product 1297,Category 54,TK
SKU1298,Product 1298,Category 24,TK
SKU1299,Product 1299,Category 09,TK
SKU1300,Product 1300,Category 38,TK
SKU1301,Product 1301,Category 67,TK
SKU1302,Product 1302,Category 53,TK
SKU1303,Product 1303,Category 53,TK
SKU1304,Product 1304,Category 53,TK
SKU1305,Product 1305,Category 53,TK
SKU1306,Product 1306,Category 53,TK
SKU1307,Product 1307,Category 39,TK
SKU1308,Product 1308,Category 09,TK
SKU1309,Product 1309,Category 34,TK
SKU1314,Product 1314,Category 10,TK
SKU1315,Product 1315,Category 10,TK
SKU1319,Product 1319,Category 27,TK
SKU1321,Product 1321,Category 32,TK
SKU1322,Product 1322,Category 32,TK
SKU1323,Product 1323,Category 32,TK
SKU1324,Product 1324,Category 32,TK
SKU1325,Product 1325,Category 32,TK
SKU1326,Product 1326,Category 32,TK
SKU1327,Product 1327,Category 32,TK
SKU1328,Product 1328,Category 32,TK
SKU1329,Product 1329,Category 57,TK
SKU1330,Product 1330,Category 53,TK
SKU1332,Product 1332,Category 06,TK
SKU1342,Product 1342,Category 58,TK
SKU1344,Product 1344,Category 39,TK
SKU1351,Product 1351,Category 47,TK
SKU1358,Product 1358,Category 28,TK
SKU1363,Product 1363,Category 63,TK
SKU1364,Product 1364,Category 28,TK
SKU1365,Product 1365,Category 59,TK
SKU1366,Product 1366,Category 06,TK
SKU1367,Product 1367,Category 06,TK
SKU1368,Product 1368,Category 06,TK
SKU1369,Product 1369,Category 06,TK
SKU1370,Product 1370,Category 18,TK
SKU1375,Product 1375,Category 64,TK
SKU1376,Product 1376,Category 64,TK
SKU1377,Product 1377,Category 64,TK
SKU1378,Product 1378,Category 64,TK
SKU1379,Product 1379,Category 64,TK
SKU1383,Product 1383,Category 12,TK
SKU1384,Product 1384,Category 13,TK
SKU1387,Product 1387,Category 25,TK
SKU1388,Product 1388,Category 10,TK
SKU1389,Product 1389,Category 10,TK
SKU1394,Product 1394,Category 35,TK
SKU1396,Product 1396,Category 10,TK
SKU1397,Product 1397,Category 10,TK
SKU1398,Product 1398,Category 13,TK
SKU1400,Product 1400,Category 39,TK
SKU1401,Product 1401,Category 39,TK
SKU1402,Product 1402,Category 06,TK
SKU1403,Product 1403,Category 58,TK
SKU1404,Product 1404,Category 65,TK
SKU1408,Product 1408,Category 12,TK
SKU1410,Product 1410,Category 12,TK
SKU1411,Product 1411,Category 47,TK
SKU1416,Product 1416,Category 13,TK
SKU1418,Product 1418,Category 66,TK
SKU1419,Product 1419,Category 66,TK
SKU1420,Product 1420,Category 29,TK
SKU1422,Product 1422,Category 07,TK
SKU1423,Product 1423,Category 07,TK
SKU1424,Product 1424,Category 13,TK
SKU1425,Product 1425,Category 12,TK
SKU1426,Product 1426,Category 39,TK
SKU1427,Product 1427,Category 29,TK
SKU1432,Product 1432,Category 53,TK
SKU1435,Product 1435,Category 29,TK
SKU1436,Product 1436,Category 13,TK
SKU1443,Product 1443,Category 29,TK
SKU1444,Product 1444,Category 29,TK
SKU1445,Product 1445,Category 29,TK
SKU1446,Product 1446,Category 29,TK
SKU1447,Product 1447,Category 07,TK
SKU1454,Product 1454,Category 15,TK
SKU1455,Product 1455,Category 26,TK
SKU1460,Product 1460,Category 06,TK
SKU1461,Product 1461,Category 12,TK
SKU1462,Product 1462,Category 12,TK
SKU1463,Product 1463,Category 12,TK
SKU1464,Product 1464,Category 47,TK
SKU1466,Product 1466,Category 24,TK
SKU1472,Product 1472,Category 09,TK
SKU1473,Product 1473,Category 09,TK
SKU1475,Product 1475,Category 09,TK
SKU1476,Product 1476,Category 09,TK
SKU1477,Product 1477,Category 09,TK
SKU1478,Product 1478,Category 09,TK
SKU1479,Product 1479,Category 38,TK
SKU1480,Product 1480,Category 09,TK
SKU1481,Product 1481,Category 09,TK
SKU1482,Product 1482,Category 09,TK
SKU1483,Product 1483,Category 09,TK
SKU1485,Product 1485,Category 19,TK
SKU1488,Product 1488,Category 20,TK
SKU1489,Product 1489,Category 20,TK
SKU1492,Product 1492,Category 12,TK
SKU1501,Product 1501,Category 37,TK
SKU1502,Product 1502,Category 12,TK
SKU1506,Product 1506,Category 15,TK
SKU1507,Product 1507,Category 15,TK
SKU1509,Product 1509,Category 06,TK
SKU1510,Product 1510,Category 06,TK
SKU1511,Product 1511,Category 06,TK
SKU1512,Product 1512,Category 06,TK
SKU1513,Product 1513,Category 06,TK
SKU1518,Product 1518,Category 06,TK
SKU1520,Product 1520,Category 53,TK
SKU1521,Product 1521,Category 12,TK
SKU1523,Product 1523,Category 25,TK
SKU1524,Product 1524,Category 59,TK
SKU1530,Product 1530,Category 26,TK
SKU1532,Product 1532,Category 20,TK
SKU1535,Product 1535,Category 39,TK
SKU1536,Product 1536,Category 12,TK
SKU1537,Product 1537,Category 48,TK
SKU1538,Product 1538,Category 20,TK
SKU1541,Product 1541,Category 58,TK
SKU1542,Product 1542,Category 58,TK
SKU1543,Product 1543,Category 58,TK
SKU1544,Product 1544,Category 58,TK
SKU1545,Product 1545,Category 48,TK
SKU1546,Product 1546,Category 06,TK
SKU1547,Product 1547,Category 18,TK
SKU1548,Product 1548,Category 09,TK
SKU1549,Product 1549,Category 40,TK
SKU1550,Product 1550,Category 61,TK
SKU1552,Product 1552,Category 14,TK
SKU1553,Product 1553,Category 20,TK
SKU1554,Product 1554,Category 47,TK
SKU1555,Product 1555,Category 10,TK
SKU1556,Product 1556,Category 09,TK
SKU1557,Product 1557,Category 18,TK
SKU1558,Product 1558,Category 06,TK
SKU1559,Product 1559,Category 06,TK
SKU1560,Product 1560,Category 29,TK
SKU1561,Product 1561,Category 29,TK
SKU1562,Product 1562,Category 29,TK
SKU1563,Product 1563,Category 29,TK
SKU1564,Product 1564,Category 47,TK
SKU1565,Product 1565,Category 47,TK
SKU1566,Product 1566,Category 47,TK
SKU1567,Product 1567,Category 18,TK
SKU1568,Product 1568,Category 18,TK
SKU1569,Product 1569,Category 18,TK
SKU1570,Product 1570,Category 39,TK
SKU1571,Product 1571,Category 39,TK
SKU1572,Product 1572,Category 56,TK
SKU1573,Product 1573,Category 56,TK
SKU1574,Product 1574,Category 01,TK
SKU1575,Product 1575,Category 19,TK
SKU1576,Product 1576,Category 63,TK
SKU1577,Product 1577,Category 63,TK
SKU1578,Product 1578,Category 63,TK
SKU1579,Product 1579,Category 63,TK
SKU1580,Product 1580,Category 63,TK
SKU1581,Product 1581,Category 63,TK
SKU1587,Product 1587,Category 14,TK
SKU1588,Product 1588,Category 14,TK
SKU1589,Product 1589,Category 14,TK
SKU1592,Product 1592,Category 31,TK
SKU1593,Product 1593,Category 31,TK
SKU1594,Product 1594,Category 31,TK
SKU1596,Product 1596,Category 31,TK
SKU1597,Product 1597,Category 06,TK
SKU1598,Product 1598,Category 06,TK
SKU1599,Product 1599,Category 06,TK
SKU1600,Product 1600,Category 06,TK
SKU1601,Product 1601,Category 39,TK
SKU1602,Product 1602,Category 39,TK
SKU1603,Product 1603,Category 39,TK
SKU1604,Product 1604,Category 39,TK
SKU1605,Product 1605,Category 02,TK
SKU1606,Product 1606,Category 31,TK
SKU1607,Product 1607,Category 31,TK
SKU1608,Product 1608,Category 31,TK
SKU1609,Product 1609,Category 31,TK
SKU1610,Product 1610,Category 31,TK
SKU1611,Product 1611,Category 31,TK
SKU1612,Product 1612,Category 31,TK
SKU1613,Product 1613,Category 31,TK
SKU1614,Product 1614,Category 31,TK
SKU1615,Product 1615,Category 31,TK
SKU1616,Product 1616,Category 31,TK
SKU1617,Product 1617,Category 31,TK
SKU1618,Product 1618,Category 31,TK
SKU1619,Product 1619,Category 31,TK
SKU1620,Product 1620,Category 31,TK
SKU1621,Product 1621,Category 06,TK
SKU1622,Product 1622,Category 46,TK
SKU1623,Product 1623,Category 12,TK
SKU1624,Product 1624,Category 31,TK
SKU1625,Product 1625,Category 31,TK
SKU1626,Product 1626,Category 31,TK
SKU1627,Product 1627,Category 31,TK
SKU1628,Product 1628,Category 56,TK
SKU1629,Product 1629,Category 41,TK
SKU1630,Product 1630,Category 53,TK
SKU1631,Product 1631,Category 53,TK
SKU1632,Product 1632,Category 53,TK
SKU1633,Product 1633,Category 53,TK
SKU1634,Product 1634,Category 53,TK
SKU1635,Product 1635,Category 53,TK
SKU1636,Product 1636,Category 53,TK
SKU1637,Product 1637,Category 53,TK
SKU1638,Product 1638,Category 53,TK
SKU1639,Product 1639,Category 53,TK
SKU1640,Product 1640,Category 53,TK
SKU1641,Product 1641,Category 59,TK
SKU1642,Product 1642,Category 59,TK
SKU1643,Product 1643,Category 59,TK
SKU1644,Product 1644,Category 59,TK
SKU1645,Product 1645,Category 14,TK
SKU1646,Product 1646,Category 14,TK
SKU1647,Product 1647,Category 59,TK
SKU1648,Product 1648,Category 15,TK
SKU1649,Product 1649,Category 15,TK
SKU1650,Product 1650,Category 53,TK
SKU1651,Product 1651,Category 53,TK
SKU1652,Product 1652,Category 59,TK
SKU1657,Product 1657,Category 35,TK
SKU1659,Product 1659,Category 14,TK
SKU1660,Product 1660,Category 26,TK
SKU1663,Product 1663,Category 64,TK
SKU1664,Product 1664,Category 64,TK
SKU1665,Product 1665,Category 46,TK
SKU1666,Product 1666,Category 46,TK
SKU1667,Product 1667,Category 46,TK
SKU1668,Product 1668,Category 46,TK
SKU1669,Product 1669,Category 46,TK
SKU1670,Product 1670,Category 46,TK
SKU1671,Product 1671,Category 46,TK
SKU1672,Product 1672,Category 46,TK
SKU1673,Product 1673,Category 46,TK
SKU1677,Product 1677,Category 26,TK
SKU1678,Product 1678,Category 19,TK
SKU1679,Product 1679,Category 26,TK
SKU1680,Product 1680,Category 20,TK
SKU1682,Product 1682,Category 20,TK
SKU1684,Product 1684,Category 56,TK
SKU1685,Product 1685,Category 56,TK
SKU1686,Product 1686,Category 56,TK
SKU1687,Product 1687,Category 56,TK
SKU1688,Product 1688,Category 56,TK
SKU1689,Product 1689,Category 14,TK
SKU1694,Product 1694,Category 29,TK
SKU1695,Product 1695,Category 41,TK
SKU1696,Product 1696,Category 39,TK
SKU1697,Product 1697,Category 54,TK
SKU1700,Product 1700,Category 12,TK
SKU1701,Product 1701,Category 12,TK
SKU1710,Product 1710,Category 14,TK
SKU1711,Product 1711,Category 14,TK
SKU1712,Product 1712,Category 14,TK
SKU1713,Product 1713,Category 14,TK
SKU1714,Product 1714,Category 14,TK
SKU1715,Product 1715,Category 14,TK
SKU1716,Product 1716,Category 14,TK
SKU1717,Product 1717,Category 14,TK
SKU1719,Product 1719,Category 56,TK
SKU1720,Product 1720,Category 59,TK
SKU1721,Product 1721,Category 12,TK
SKU1722,Product 1722,Category 22,TK
SKU1723,Product 1723,Category 12,TK
SKU1724,Product 1724,Category 12,TK
SKU1725,Product 1725,Category 12,TK
SKU1726,Product 1726,Category 12,TK
SKU1727,Product 1727,Category 12,TK
SKU1728,Product 1728,Category 12,TK
SKU1729,Product 1729,Category 12,TK
SKU1730,Product 1730,Category 12,TK
SKU1731,Product 1731,Category 12,TK
SKU1732,Product 1732,Category 14,TK
SKU1733,Product 1733,Category 14,TK
SKU1734,Product 1734,Category 12,TK
SKU1735,Product 1735,Category 12,TK
SKU1736,Product 1736,Category 12,TK
SKU1737,Product 1737,Category 24,TK
SKU1738,Product 1738,Category 24,TK
SKU1739,Product 1739,Category 24,TK
SKU1740,Product 1740,Category 61,TK
SKU1741,Product 1741,Category 41,TK
SKU1742,Product 1742,Category 41,TK
SKU1743,Product 1743,Category 41,TK
SKU1744,Product 1744,Category 41,TK
SKU1745,Product 1745,Category 41,TK
SKU1746,Product 1746,Category 53,TK
SKU1751,Product 1751,Category 14,TK
SKU1752,Product 1752,Category 14,TK
SKU1753,Product 1753,Category 14,TK
SKU1759,Product 1759,Category 14,TK
SKU1760,Product 1760,Category 14,TK
SKU1761,Product 1761,Category 14,TK
SKU1762,Product 1762,Category 14,TK
SKU1763,Product 1763,Category 43,TK
SKU1764,Product 1764,Category 19,TK
SKU1765,Product 1765,Category 19,TK
SKU1766,Product 1766,Category 19,TK
SKU1767,Product 1767,Category 19,TK
SKU1768,Product 1768,Category 19,TK
SKU1774,Product 1774,Category 31,TK
SKU1776,Product 1776,Category 31,TK
SKU1778,Product 1778,Category 31,TK
SKU1779,Product 1779,Category 56,TK
SKU1780,Product 1780,Category 56,TK
SKU1781,Product 1781,Category 56,TK
SKU1782,Product 1782,Category 56,TK
SKU1783,Product 1783,Category 56,KG
SKU1784,Product 1784,Category 56,KG
SKU1785,Product 1785,Category 56,KG
SKU1786,Product 1786,Category 53,TK
SKU1787,Product 1787,Category 56,TK
SKU1788,Product 1788,Category 56,TK
SKU1789,Product 1789,Category 56,TK
SKU1790,Product 1790,Category 56,TK
SKU1791,Product 1791,Category 56,TK
SKU1792,Product 1792,Category 56,TK
SKU1793,Product 1793,Category 56,TK
SKU1794,Product 1794,Category 56,TK
SKU1795,Product 1795,Category 56,TK
