row_id,transaction_id,date,time,sku,location,channel,quantity,gross_revenue,net_revenue,vat,cost,gross_profit,discount_amount,discount_pct,is_return
ROW00019449,TXN0008224,2025-06-18,10:32:11,SKU1366,Store B,Retail,2.0,0.83,0.6804,0.1496,1.1288,-0.4484,1.66,0.6667,False
ROW00019489,TXN0008241,2025-06-18,14:08:11,SKU1485,Store B,Retail,2.0,0.4482,0.3674,0.0808,0.2556,0.1117,0.0498,0.1,False
ROW00019495,TXN0008243,2025-06-18,14:50:45,SKU1629,Store B,Retail,1.0,0.083,0.083,0.0,0.083,0.0,0.0,0.0,False
ROW00019531,TXN0008261,2025-06-18,17:34:09,SKU0047,Store B,Retail,1.0,1.494,1.2246,0.2694,0.7055,0.5191,0.0,0.0,False
ROW00019571,TXN0008285,2025-06-18,10:24:36,SKU0543,Store C,Retail,1.0,1.494,1.2246,0.2694,0.6889,0.5357,0.0,0.0,False
ROW00019600,TXN0008297,2025-06-18,11:07:30,SKU0047,Store C,Retail,1.0,1.494,1.2246,0.2694,0.7055,0.5191,0.0,0.0,False
ROW00019623,TXN0008309,2025-06-18,11:47:12,SKU1369,Store C,Retail,2.0,0.83,0.6804,0.1496,1.1288,-0.4484,1.66,0.6667,False
ROW00019642,TXN0008318,2025-06-18,12:29:14,SKU0115,Store C,Retail,1.0,0.5976,0.4899,0.1077,0.3403,0.1496,0.1494,0.2,False
ROW00019759,TXN0008352,2025-06-18,15:41:54,SKU0639,Store C,Retail,2.0,3.984,3.2656,0.7184,1.1952,2.0704,0.0,0.0,False
ROW00019765,TXN0008354,2025-06-18,15:48:37,SKU1677,Store C,Retail,6.0,3.486,2.8574,0.6286,1.743,1.1144,1.494,0.3,False
ROW00019777,TXN0008359,2025-06-18,16:03:21,SKU0756,Store C,Retail,1.0,0.249,0.2041,0.0449,0.0838,0.1203,0.0,0.0,False
ROW00019797,TXN0008370,2025-06-18,17:20:11,SKU0452,Store C,Retail,1.0,1.245,1.0205,0.2245,0.6059,0.4146,0.0,0.0,False
ROW00019831,TXN0008386,2025-06-18,19:21:26,SKU1327,Store C,Retail,1.0,1.411,1.1565,0.2545,0.6225,0.534,0.0,0.0,False
ROW00019853,TXN0008399,2025-06-19,12:28:05,SKU0023,Store A,Retail,1.0,0.332,0.2722,0.0598,0.3555,-0.0833,0.664,0.6667,False
ROW00019859,TXN0008404,2025-06-19,13:57:04,SKU0422,Store A,Retail,1.0,2.3904,1.9594,0.431,1.1952,0.7642,0.2656,0.1,False
ROW00019895,TXN0008420,2025-06-19,16:19:35,SKU1606,Store A,Retail,1.0,1.411,1.1565,0.2545,0.664,0.4925,0.0,0.0,False
ROW00019950,TXN0008442,2025-06-19,10:32:04,SKU1649,Store B,Retail,2.0,3.5856,2.939,0.6466,1.8592,1.0798,0.3984,0.1,False
ROW00019977,TXN0008458,2025-06-19,13:58:10,SKU0169,Store B,Retail,2.0,0.664,0.5442,0.1198,0.2324,0.3118,0.0,0.0,False
ROW00019985,TXN0008461,2025-06-19,14:11:24,SKU1398,Store B,Retail,2.0,0.498,0.4082,0.0898,0.1486,0.2596,0.0,0.0,False
ROW00019992,TXN0008465,2025-06-19,14:31:29,SKU0375,Store B,Retail,1.0,1.577,1.2926,0.2844,1.2056,0.0871,0.913,0.3667,False
ROW00020116,TXN0008531,2025-06-19,13:27:40,SKU0085,Store C,Retail,1.0,0.332,0.2722,0.0598,0.0628,0.2093,0.0,0.0,False
ROW00020133,TXN0008541,2025-06-19,14:28:24,SKU0081,Store C,Retail,1.0,0.83,0.6804,0.1496,0.5395,0.1409,0.83,0.5,False
ROW00020145,TXN0008545,2025-06-19,14:56:26,SKU1606,Store C,Retail,1.0,1.411,1.1565,0.2545,0.664,0.4925,0.0,0.0,False
ROW00020148,TXN0008546,2025-06-19,14:57:14,SKU0810,Store C,Retail,1.0,0.249,0.2041,0.0449,0.0498,0.1543,0.0,0.0,False
ROW00020159,TXN0008551,2025-06-19,15:52:18,SKU1544,Store C,Retail,1.0,1.577,1.2926,0.2844,0.5478,0.7448,0.0,0.0,False
ROW00020178,TXN0008561,2025-06-19,16:28:21,SKU1323,Store C,Retail,1.0,1.411,1.1565,0.2545,0.6225,0.534,0.0,0.0,False
ROW00020277,TXN0008593,2025-06-20,16:39:40,SKU0260,Store A,Retail,1.0,1.826,1.4967,0.3293,0.7171,0.7796,0.0,0.0,False
ROW00020298,TXN0008600,2025-06-20,18:41:22,SKU1062,Store A,Retail,4.0,0.664,0.5442,0.1198,0.2048,0.3394,0.332,0.3333,False
ROW00020318,TXN0008607,2025-06-20,10:32:24,SKU1787,Store B,Retail,1.0,2.656,2.1771,0.4789,1.4027,0.7744,0.0,0.0,False
ROW00020326,TXN0008610,2025-06-20,11:44:47,SKU1659,Store B,Retail,1.0,1.162,0.9524,0.2096,0.4316,0.5208,0.0,0.0,False
ROW00020376,TXN0008634,2025-06-20,16:32:16,SKU1596,Store B,Retail,1.0,0.9877,0.8096,0.1781,0.5727,0.2369,0.1743,0.15,False
ROW00020412,TXN0008654,2025-06-20,10:15:37,SKU0010,Store C,Retail,1.0,0.166,0.136,0.03,0.015,0.121,0.0,0.0,False
ROW00020475,TXN0008687,2025-06-20,15:31:58,SKU0462,Store C,Retail,2.0,0.664,0.5442,0.1198,0.2158,0.3284,0.166,0.2,False
ROW00020501,TXN0008700,2025-06-20,17:11:20,SKU1485,Store C,Retail,5.0,1.245,1.0205,0.2245,0.6391,0.3814,0.0,0.0,False
ROW00020519,TXN0008711,2025-06-21,12:04:43,SKU0042,Store A,Retail,1.0,3.735,3.0615,0.6735,1.66,1.4015,0.0,0.0,False
ROW00020526,TXN0008713,2025-06-21,12:28:35,SKU1485,Store A,Retail,3.0,0.747,0.6123,0.1347,0.3835,0.2288,0.0,0.0,False
ROW00020566,TXN0008729,2025-06-21,14:36:28,SKU0261,Store A,Retail,1.0,2.241,1.8369,0.4041,1.0043,0.8326,0.0,0.0,False
ROW00020598,TXN0008745,2025-06-21,16:32:36,SKU0428,Store A,Retail,1.0,1.245,1.0205,0.2245,0.5478,0.4727,0.0,0.0,False
ROW00020649,TXN0008764,2025-06-21,11:55:23,SKU0678,Store B,Retail,1.0,1.826,1.4967,0.3293,0.4117,1.0851,0.0,0.0,False
ROW00020671,TXN0008769,2025-06-21,13:11:29,SKU0455,Store B,Retail,1.0,0.4482,0.3674,0.0808,0.2158,0.1516,0.0498,0.1,False
ROW00020677,TXN0008771,2025-06-21,13:22:07,SKU0846,Store B,Retail,1.0,1.411,1.1565,0.2545,0.5395,0.617,0.0,0.0,False
ROW00020736,TXN0008801,2025-06-21,10:28:55,SKU0474,Store C,Retail,1.0,0.415,0.3401,0.0749,0.1411,0.199,0.0,0.0,False
ROW00020763,TXN0008818,2025-06-21,11:21:20,SKU0498,Store C,Retail,1.0,1.162,0.9524,0.2096,0.2905,0.6619,0.0,0.0,False
ROW00020770,TXN0008821,2025-06-21,11:32:54,SKU1062,Store C,Retail,1.0,0.166,0.136,0.03,0.0512,0.0848,0.083,0.3333,False
ROW00020792,TXN0008828,2025-06-21,12:32:58,SKU0352,Store C,Retail,2.0,2.988,2.4492,0.5388,1.1952,1.254,0.0,0.0,False
ROW00020852,TXN0008846,2025-06-21,14:42:15,SKU0066,Store C,Retail,1.0,0.913,0.7483,0.1647,0.3735,0.3748,0.0,0.0,False
ROW00020890,TXN0008856,2025-06-21,15:07:10,SKU1787,Store C,Retail,1.0,2.656,2.1771,0.4789,1.4027,0.7744,0.0,0.0,False
ROW00020945,TXN0008882,2025-06-21,18:21:03,SKU1485,Store C,Retail,15.0,3.3615,2.7554,0.6061,1.9173,0.8381,0.3735,0.1,False
ROW00020965,TXN0008892,2025-06-22,12:18:58,SKU0023,Store A,Retail,1.0,0.332,0.2722,0.0598,0.3555,-0.0833,0.664,0.6667,False
ROW00021023,TXN0008913,2025-06-22,17:06:48,SKU1677,Store A,Retail,1.0,0.581,0.4763,0.1047,0.2905,0.1858,0.249,0.3,False
ROW00021036,TXN0008918,2025-06-22,17:30:54,SKU1066,Store A,Retail,1.0,1.245,1.0205,0.2245,0.5071,0.5134,0.0,0.0,False
ROW00021071,TXN0008933,2025-06-22,15:15:34,SKU1720,Store B,Retail,2.0,0.664,0.5442,0.1198,0.2213,0.323,0.0,0.0,False
ROW00021076,TXN0008936,2025-06-22,15:45:10,SKU1369,Store B,Retail,1.0,0.415,0.3401,0.0749,0.5644,-0.2243,0.83,0.6667,False
ROW00021103,TXN0008949,2025-06-22,17:05:09,SKU0023,Store B,Retail,1.0,0.332,0.2722,0.0598,0.3555,-0.0833,0.664,0.6667,False
ROW00021158,TXN0008977,2025-06-22,13:34:09,SKU1481,Store C,Retail,1.0,1.245,1.0205,0.2245,0.5312,0.4893,0.0,0.0,False
ROW00021170,TXN0008978,2025-06-22,13:41:45,SKU1686,Store C,Retail,1.0,1.245,1.0205,0.2245,0.5644,0.4561,0.0,0.0,False
ROW00021171,TXN0008978,2025-06-22,13:41:45,SKU1687,Store C,Retail,1.0,0.747,0.6123,0.1347,0.3486,0.2637,0.0,0.0,False
ROW00021208,TXN0008990,2025-06-22,14:28:35,SKU0444,Store C,Retail,1.0,0.332,0.2722,0.0598,0.0805,0.1916,0.0,0.0,False
ROW00021223,TXN0008993,2025-06-22,14:41:45,SKU0115,Store C,Retail,1.0,0.747,0.6123,0.1347,0.3403,0.272,0.0,0.0,False
ROW00021287,TXN0009025,2025-06-23,13:43:11,SKU1581,Store A,Retail,1.0,2.075,1.7008,0.3742,2.0501,-0.3493,1.992,0.4898,False
ROW00021315,TXN0009038,2025-06-23,10:36:01,SKU1746,Store B,Retail,3.0,3.5856,2.939,0.6466,1.6185,1.3205,0.8964,0.2,False
ROW00021319,TXN0009041,2025-06-23,10:56:26,SKU0167,Store C,Retail,1.0,0.415,0.3401,0.0749,0.4434,-0.1033,0.581,0.5833,False
ROW00021355,TXN0009057,2025-06-23,13:46:36,SKU0841,Store C,Retail,1.0,0.2905,0.2381,0.0524,0.2241,0.014,0.0,0.0,False
ROW00021389,TXN0009070,2025-06-23,16:03:37,SKU0030,Store C,Retail,1.0,0.498,0.4082,0.0898,0.083,0.3252,0.0,0.0,False
ROW00021399,TXN0009075,2025-06-24,14:04:02,SKU1161,Store A,Retail,2.0,5.312,4.3541,0.9579,2.6972,1.6569,0.0,0.0,False
ROW00021426,TXN0009086,2025-06-25,13:06:46,SKU1677,Store A,Retail,1.0,0.581,0.4763,0.1047,0.2905,0.1858,0.249,0.3,False
ROW00021451,TXN0009100,2025-06-25,16:31:28,SKU1261,Store A,Retail,1.0,1.079,0.8844,0.1946,0.5644,0.32,0.0,0.0,False
ROW00021492,TXN0009117,2025-06-25,19:09:35,SKU1615,Store A,Retail,1.0,1.411,1.1565,0.2545,0.664,0.4925,0.0,0.0,False
ROW00021518,TXN0009129,2025-06-25,13:21:32,SKU0200,Store B,Retail,2.0,2.988,2.4492,0.5388,1.2782,1.171,0.0,0.0,False
ROW00021525,TXN0009134,2025-06-25,13:42:57,SKU0540,Store B,Retail,1.0,1.328,1.0885,0.2395,0.6059,0.4826,0.0,0.0,False
ROW00021561,TXN0009151,2025-06-25,15:07:15,SKU0261,Store B,Retail,1.0,2.241,1.8369,0.4041,1.0043,0.8326,0.0,0.0,False
ROW00021650,TXN0009181,2025-06-25,18:49:40,SKU1647,Store B,Retail,1.0,2.241,1.8369,0.4041,1.0624,0.7745,0.0,0.0,False
ROW00021659,TXN0009183,2025-06-25,19:02:17,SKU0189,Store B,Retail,1.0,0.249,0.2041,0.0449,0.0264,0.1777,0.0,0.0,False
ROW00021675,TXN0009186,2025-06-25,19:17:12,SKU0152,Store B,Retail,2.0,0.664,0.5442,0.1198,0.2462,0.2981,0.0,0.0,False
ROW00021713,TXN0009200,2025-06-25,11:05:58,SKU1091,Store C,Retail,7.0,0.581,0.4763,0.1047,0.337,0.1393,0.581,0.5,False
ROW00021760,TXN0009219,2025-06-25,13:23:21,SKU0583,Store C,Retail,3.0,0.498,0.4082,0.0898,0.0747,0.3335,0.0,0.0,False
ROW00021827,TXN0009258,2025-06-25,16:53:32,SKU0157,Store C,Retail,1.0,0.913,0.7483,0.1647,0.3569,0.3914,0.0,0.0,False
ROW00021836,TXN0009262,2025-06-25,17:39:33,SKU0476,Store C,Retail,1.0,1.162,0.9524,0.2096,0.5146,0.4378,0.0,0.0,False
ROW00021858,TXN0009271,2025-06-25,19:04:56,SKU1485,Store C,Retail,10.0,2.49,2.041,0.449,1.2782,0.7628,0.0,0.0,False
ROW00021861,TXN0009273,2025-06-25,19:06:58,SKU0189,Store C,Retail,5.0,1.245,1.0205,0.2245,0.132,0.8885,0.0,0.0,False
ROW00021879,TXN0009282,2025-06-25,10:05:38,SKU0731,Warehouse,Wholesale,8.0,28.5148,23.3728,5.142,17.6624,5.7104,4.6852,0.1411,False
ROW00021932,TXN0009300,2025-06-26,16:34:34,SKU0063,Store A,Retail,1.0,1.494,1.2246,0.2694,0.6536,0.571,0.166,0.1,False
ROW00021942,TXN0009305,2025-06-26,16:58:19,SKU1327,Store A,Retail,1.0,1.411,1.1565,0.2545,0.6225,0.534,0.0,0.0,False
ROW00021956,TXN0009312,2025-06-26,17:57:31,SKU1787,Store A,Retail,1.0,2.656,2.1771,0.4789,1.4027,0.7744,0.0,0.0,False
ROW00022001,TXN0009327,2025-06-26,12:46:54,SKU1677,Store B,Retail,1.0,0.581,0.4763,0.1047,0.2905,0.1858,0.249,0.3,False
ROW00022040,TXN0009346,2025-06-26,17:48:16,SKU0529,Store B,Retail,1.0,0.996,0.8164,0.1796,0.3735,0.4429,0.0,0.0,False
ROW00022077,TXN0009357,2025-06-26,18:49:43,SKU1629,Store B,Retail,1.0,0.083,0.083,0.0,0.083,0.0,0.0,0.0,False
ROW00022096,TXN0009362,2025-06-26,10:12:05,SKU0152,Store C,Retail,2.0,0.664,0.5442,0.1198,0.2462,0.2981,0.0,0.0,False
ROW00022180,TXN0009392,2025-06-26,11:38:38,SKU1614,Store C,Retail,1.0,1.411,1.1565,0.2545,0.664,0.4925,0.0,0.0,False
ROW00022200,TXN0009405,2025-06-26,12:55:22,SKU1323,Store C,Retail,1.0,1.411,1.1565,0.2545,0.6225,0.534,0.0,0.0,False
ROW00022218,TXN0009413,2025-06-26,13:31:03,SKU0157,Store C,Retail,1.0,0.913,0.7483,0.1647,0.3569,0.3914,0.0,0.0,False
ROW00022222,TXN0009413,2025-06-26,13:31:03,SKU0639,Store C,Retail,1.0,1.992,1.6328,0.3592,0.5976,1.0352,0.0,0.0,False
ROW00022258,TXN0009431,2025-06-26,15:52:25,SKU0063,Store C,Retail,1.0,1.66,1.3606,0.2994,0.6536,0.707,0.0,0.0,False
ROW00022303,TXN0009456,2025-06-26,16:40:21,SKU1629,Store C,Retail,1.0,0.083,0.083,0.0,0.083,0.0,0.0,0.0,False
ROW00022310,TXN0009462,2025-06-26,17:07:31,SKU1416,Store C,Retail,1.0,1.079,0.8844,0.1946,0.4777,0.4068,0.0,0.0,False
ROW00022349,TXN0009481,2025-06-27,13:21:49,SKU0707,Store A,Retail,1.0,0.332,0.2722,0.0598,0.1743,0.0979,0.083,0.2,False
ROW00022370,TXN0009494,2025-06-27,16:02:53,SKU0023,Store A,Retail,1.0,0.332,0.2722,0.0598,0.3555,-0.0833,0.664,0.6667,False
ROW00022444,TXN0009527,2025-06-27,14:32:00,SKU1593,Store B,Retail,1.0,1.162,0.9524,0.2096,0.5727,0.3797,0.0,0.0,False
ROW00022497,TXN0009546,2025-06-27,16:59:40,SKU1369,Store B,Retail,1.0,0.415,0.3401,0.0749,0.5644,-0.2243,0.83,0.6667,False
ROW00022516,TXN0009551,2025-06-27,18:29:29,SKU1077,Store B,Retail,1.0,1.66,1.3606,0.2994,0.4756,0.885,0.0,0.0,False
ROW00022522,TXN0009555,2025-06-27,18:50:24,SKU0917,Store B,Retail,1.0,0.996,0.8164,0.1796,0.3832,0.4332,0.0,0.0,False
ROW00022579,TXN0009585,2025-06-27,12:35:48,SKU1158,Store C,Retail,1.0,2.656,2.1771,0.4789,1.3486,0.8285,0.0,0.0,False
ROW00022603,TXN0009593,2025-06-27,13:45:44,SKU0087,Store C,Retail,1.0,0.913,0.7483,0.1647,0.3735,0.3748,0.0,0.0,False
ROW00022667,TXN0009611,2025-06-27,15:52:59,SKU1424,Store C,Retail,2.0,0.498,0.4082,0.0898,0.1486,0.2596,0.0,0.0,False
ROW00022691,TXN0009620,2025-06-27,16:19:19,SKU1790,Store C,Retail,1.0,2.656,2.1771,0.4789,1.4027,0.7744,0.0,0.0,False
ROW00022700,TXN0009627,2025-06-27,17:16:34,SKU0095,Store C,Retail,1.0,0.913,0.7483,0.1647,0.3735,0.3748,0.0,0.0,False
ROW00022721,TXN0009638,2025-06-27,18:25:51,SKU0344,Store C,Retail,1.0,0.498,0.4082,0.0898,0.2739,0.1343,0.498,0.5,False
ROW00022740,TXN0009650,2025-06-27,19:34:00,SKU1678,Store C,Retail,1.0,0.415,0.3401,0.0749,0.2863,0.0538,0.415,0.5,False
ROW00022807,TXN0009676,2025-06-28,16:03:23,SKU0655,Store A,Retail,1.0,1.66,1.3606,0.2994,0.4325,0.9281,0.0,0.0,False
ROW00022809,TXN0009676,2025-06-28,16:03:23,SKU1677,Store A,Retail,1.0,0.581,0.4763,0.1047,0.2905,0.1858,0.249,0.3,False
ROW00022816,TXN0009678,2025-06-28,16:25:14,SKU1544,Store A,Retail,1.0,1.66,1.3606,0.2994,0.5478,0.8128,0.0,0.0,False
ROW00022899,TXN0009711,2025-06-28,16:09:33,SKU0707,Store B,Retail,1.0,0.415,0.3401,0.0749,0.1743,0.1658,0.0,0.0,False
ROW00022919,TXN0009725,2025-06-28,18:12:22,SKU0841,Store B,Retail,1.0,0.2905,0.2381,0.0524,0.2241,0.014,0.0,0.0,False
ROW00022937,TXN0009735,2025-06-28,19:57:46,SKU0452,Store B,Retail,1.0,1.245,1.0205,0.2245,0.6059,0.4146,0.0,0.0,False
ROW00022960,TXN0009743,2025-06-28,11:33:19,SKU1081,Store C,Retail,1.0,1.245,1.0205,0.2245,0.3818,0.6387,0.0,0.0,False
ROW00023000,TXN0009753,2025-06-28,12:35:07,SKU1063,Store C,Retail,1.0,0.249,0.2041,0.0449,0.0664,0.1377,0.0,0.0,False
ROW00023006,TXN0009758,2025-06-28,13:02:20,SKU1790,Store C,Retail,1.0,2.656,2.1771,0.4789,1.4027,0.7744,0.0,0.0,False
ROW00023009,TXN0009760,2025-06-28,13:18:26,SKU1416,Store C,Retail,1.0,1.079,0.8844,0.1946,0.4777,0.4068,0.0,0.0,False
ROW00023020,TXN0009764,2025-06-28,13:48:08,SKU1686,Store C,Retail,2.0,2.49,2.041,0.449,1.1288,0.9122,0.0,0.0,False
ROW00023053,TXN0009779,2025-06-28,14:59:45,SKU1686,Store C,Retail,1.0,1.245,1.0205,0.2245,0.5644,0.4561,0.0,0.0,False
ROW00023167,TXN0009831,2025-06-29,14:34:19,SKU0026,Store A,Retail,1.0,0.913,0.7483,0.1647,0.1716,0.5768,0.0,0.0,False
ROW00023195,TXN0009847,2025-06-29,17:30:13,SKU1629,Store A,Retail,2.0,0.166,0.166,0.0,0.166,0.0,0.0,0.0,False
ROW00023208,TXN0009853,2025-06-29,18:07:29,SKU0950,Store A,Retail,2.0,0.996,0.8164,0.1796,0.3486,0.4678,0.0,0.0,False
ROW00023260,TXN0009873,2025-06-29,15:02:42,SKU0248,Store B,Retail,1.0,1.411,1.1565,0.2545,0.7719,0.3846,0.0,0.0,False
ROW00023265,TXN0009876,2025-06-29,15:14:20,SKU1294,Store B,Retail,1.0,0.249,0.2041,0.0449,0.0747,0.1294,0.0,0.0,False
ROW00023295,TXN0009888,2025-06-29,17:02:34,SKU0529,Store B,Retail,1.0,0.996,0.8164,0.1796,0.3735,0.4429,0.0,0.0,False
ROW00023302,TXN0009892,2025-06-29,17:16:10,SKU1684,Store B,Retail,1.0,0.747,0.6123,0.1347,0.3444,0.2678,0.0,0.0,False
ROW00023340,TXN0009910,2025-06-29,10:32:38,SKU1592,Store C,Retail,1.0,1.162,0.9524,0.2096,0.5727,0.3797,0.0,0.0,False
ROW00023379,TXN0009927,2025-06-29,12:47:23,SKU0209,Store C,Retail,2.0,2.49,2.041,0.449,1.1454,0.8956,0.0,0.0,False
ROW00023387,TXN0009928,2025-06-29,12:52:28,SKU1688,Store C,Retail,1.0,0.747,0.6123,0.1347,0.3071,0.3052,0.0,0.0,False
ROW00023416,TXN0009938,2025-06-29,14:35:53,SKU1079,Store C,Retail,1.0,1.577,1.2926,0.2844,0.3776,0.915,0.0,0.0,False
ROW00023457,TXN0009949,2025-06-29,15:29:30,SKU1649,Store C,Retail,1.0,1.992,1.6328,0.3592,0.9296,0.7032,0.0,0.0,False
ROW00023459,TXN0009950,2025-06-29,15:34:25,SKU1323,Store C,Retail,1.0,1.411,1.1565,0.2545,0.6225,0.534,0.0,0.0,False
ROW00023558,TXN0009989,2025-06-30,13:48:04,SKU1593,Store A,Retail,1.0,1.162,0.9524,0.2096,0.5727,0.3797,0.0,0.0,False
ROW00023568,TXN0009992,2025-06-30,14:19:38,SKU0745,Store A,Retail,1.0,2.075,1.7008,0.3742,0.9462,0.7546,0.0,0.0,False
ROW00023570,TXN0009993,2025-06-30,15:03:54,SKU0027,Store A,Retail,1.0,0.996,0.8164,0.1796,0.3098,0.5065,0.0,0.0,False
ROW00023627,TXN0010014,2025-06-30,17:59:12,SKU0630,Store A,Retail,1.0,0.83,0.6804,0.1496,0.3604,0.32,0.0,0.0,False
ROW00023681,TXN0010040,2025-06-30,13:57:31,SKU1610,Store B,Retail,1.0,1.411,1.1565,0.2545,0.664,0.4925,0.0,0.0,False
ROW00023722,TXN0010062,2025-06-30,18:20:45,SKU1067,Store B,Retail,1.0,1.245,1.0205,0.2245,0.4872,0.5333,0.0,0.0,False
ROW00023735,TXN0010071,2025-06-30,19:36:35,SKU1082,Store B,Retail,1.0,1.245,1.0205,0.2245,0.3735,0.647,0.0,0.0,False
ROW00023740,TXN0010073,2025-06-30,10:00:42,SKU1367,Store C,Retail,1.0,0.415,0.3401,0.0749,0.5644,-0.2243,0.83,0.6667,False
ROW00023759,TXN0010082,2025-06-30,11:32:17,SKU0536,Store C,Retail,1.0,2.49,2.041,0.449,1.2056,0.8354,0.0,0.0,False
ROW00023786,TXN0010099,2025-06-30,12:37:44,SKU0473,Store C,Retail,1.0,0.664,0.5442,0.1198,0.664,-0.1198,0.83,0.5556,False
ROW00023808,TXN0010105,2025-06-30,13:01:59,SKU1416,Store C,Retail,4.0,4.316,3.5377,0.7783,1.9107,1.627,0.0,0.0,False
ROW00023870,TXN0010133,2025-06-30,14:58:35,SKU1416,Store C,Retail,1.0,1.079,0.8844,0.1946,0.4777,0.4068,0.0,0.0,False
ROW00023880,TXN0010137,2025-06-30,15:02:07,SKU0509,Store C,Retail,1.0,1.992,1.6328,0.3592,0.6432,0.9895,0.0,0.0,False
ROW00023963,TXN0010179,2025-06-30,19:07:26,SKU1404,Store C,Retail,2.0,1.992,1.6328,0.3592,0.7452,0.8876,0.0,0.0,False
ROW00023980,TXN0010182,2025-06-30,19:29:38,SKU1647,Store C,Retail,1.0,2.241,1.8369,0.4041,1.0624,0.7745,0.0,0.0,False
ROW00024020,TXN0010204,2025-07-01,15:14:08,SKU0053,Store A,Retail,1.0,1.494,1.2048,0.2892,0.8051,0.3997,0.166,0.1,False
ROW00024042,TXN0010211,2025-07-01,16:22:45,SKU1367,Store A,Retail,1.0,0.415,0.3347,0.0803,0.5644,-0.2297,0.83,0.6667,False
ROW00024082,TXN0010229,2025-07-01,20:30:07,SKU1643,Store A,Retail,1.0,0.996,0.8032,0.1928,0.6391,0.1641,0.249,0.2,False
ROW00024118,TXN0010243,2025-07-01,14:10:58,SKU0001,Store B,Retail,1.0,0.166,0.1339,0.0321,0.0433,0.0906,0.0,0.0,False
ROW00024150,TXN0010258,2025-07-01,16:29:29,SKU1686,Store B,Retail,1.0,1.245,1.0041,0.2409,0.5644,0.4397,0.0,0.0,False
ROW00024159,TXN0010265,2025-07-01,17:11:47,SKU1611,Store B,Retail,1.0,1.411,1.1379,0.2731,0.664,0.4739,0.0,0.0,False
ROW00024185,TXN0010277,2025-07-01,19:05:43,SKU1326,Store B,Retail,1.0,1.411,1.1379,0.2731,0.6225,0.5154,0.0,0.0,False
ROW00024312,TXN0010339,2025-07-01,14:55:54,SKU0532,Store C,Retail,1.0,2.905,2.3428,0.5622,0.9794,1.3634,0.0,0.0,False
ROW00024319,TXN0010343,2025-07-01,15:11:30,SKU0023,Store C,Retail,1.0,0.332,0.2678,0.0642,0.3555,-0.0877,0.664,0.6667,False
ROW00024323,TXN0010345,2025-07-01,15:14:33,SKU1607,Store C,Retail,1.0,1.411,1.1379,0.2731,0.664,0.4739,0.0,0.0,False
ROW00024363,TXN0010369,2025-07-01,16:28:18,SKU0087,Store C,Retail,2.0,1.826,1.4726,0.3534,0.747,0.7256,0.0,0.0,False
ROW00024374,TXN0010379,2025-07-01,17:08:39,SKU0001,Store C,Retail,1.0,0.166,0.1339,0.0321,0.0433,0.0906,0.0,0.0,False
ROW00024380,TXN0010381,2025-07-01,17:18:06,SKU1790,Store C,Retail,1.0,2.656,2.1419,0.5141,1.4027,0.7392,0.0,0.0,False
ROW00024400,TXN0010394,2025-07-01,18:50:12,SKU0428,Store C,Retail,1.0,1.245,1.0041,0.2409,0.5478,0.4563,0.0,0.0,False
ROW00024422,TXN0010408,2025-07-01,08:53:54,SKU0653,Warehouse,Wholesale,12.0,8.2748,6.6732,1.6016,4.8804,1.7928,13.6372,0.6224,False
ROW00024443,TXN0010412,2025-07-02,11:32:59,SKU1767,Store A,Retail,1.0,2.158,1.7403,0.4177,0.9406,0.7997,0.0,0.0,False
ROW00024469,TXN0010429,2025-07-02,15:52:18,SKU0455,Store A,Retail,1.0,0.4482,0.3615,0.0867,0.2158,0.1457,0.0498,0.1,False
ROW00024524,TXN0010455,2025-07-02,15:29:23,SKU1593,Store B,Retail,1.0,1.162,0.9371,0.2249,0.5727,0.3644,0.0,0.0,False
ROW00024547,TXN0010465,2025-07-02,17:29:42,SKU1609,Store B,Retail,1.0,1.411,1.1379,0.2731,0.664,0.4739,0.0,0.0,False
ROW00024697,TXN0010525,2025-07-02,13:13:47,SKU1066,Store C,Retail,1.0,1.245,1.0041,0.2409,0.5071,0.4969,0.0,0.0,False
ROW00024729,TXN0010539,2025-07-02,13:46:08,SKU0810,Store C,Retail,1.0,0.249,0.2008,0.0482,0.0498,0.151,0.0,0.0,False
ROW00024749,TXN0010548,2025-07-02,14:16:53,SKU1384,Store C,Retail,1.0,0.913,0.7363,0.1767,0.4648,0.2715,0.0,0.0,False
ROW00024761,TXN0010556,2025-07-02,14:34:21,SKU0007,Store C,Retail,1.0,0.581,0.4685,0.1125,0.2094,0.2591,0.0,0.0,False
ROW00024790,TXN0010572,2025-07-02,15:10:30,SKU1678,Store C,Retail,1.0,0.415,0.3347,0.0803,0.2863,0.0483,0.415,0.5,False
ROW00024815,TXN0010584,2025-07-02,15:35:37,SKU0023,Store C,Retail,1.0,0.332,0.2678,0.0642,0.3555,-0.0877,0.664,0.6667,False
ROW00024844,TXN0010601,2025-07-02,16:47:00,SKU1014,Store C,Retail,1.0,1.494,1.2048,0.2892,0.415,0.7898,0.0,0.0,False
ROW00024854,TXN0010604,2025-07-02,16:54:05,SKU1510,Store C,Retail,1.0,0.747,0.6024,0.1446,0.3818,0.2206,0.0,0.0,False
ROW00024856,TXN0010605,2025-07-02,16:54:54,SKU1418,Store C,Retail,1.0,0.664,0.5355,0.1285,0.2324,0.3031,0.0,0.0,False
