sku,product_name,revenue,units,profit,revenue_share,cumulative_share,abc_class,monthly_avg_units,cv,xyz_class,segment
SKU0426,Product 0426,235.305,108.0,80.1044,0.001,0.7073,A,7.2,1.4738,Z,AZ
SKU1725,Product 1725,235.222,84.0,57.9243,0.001,0.7083,A,5.6,1.3713,Z,AZ
SKU1066,Product 1066,235.1888,195.0,91.7372,0.001,0.7093,A,13.0,1.4145,Z,AZ
SKU0010,Product 0010,234.4086,1426.0,168.5719,0.001,0.7103,A,95.0667,1.144,Z,AZ
SKU0556,Product 0556,234.3339,19.0,83.6267,0.001,0.7113,A,1.2667,1.2823,Z,AZ
SKU0001,Product 0001,233.23,1192.0,136.884,0.001,0.7123,A,79.4667,0.7562,Y,AY
SKU1694,Product 1694,232.815,191.0,78.3707,0.001,0.7133,A,12.7333,1.963,Z,AZ
SKU1432,Product 1432,230.7234,156.0,71.2392,0.001,0.7143,A,10.4,0.6719,Y,AY
SKU0682,Product 0682,229.578,318.0,84.8507,0.001,0.7153,A,21.2,0.7847,Y,AY
SKU0384,Product 0384,227.7935,50.0,101.6411,0.001,0.7163,A,3.3333,2.6608,Z,AZ
SKU0738,Product 0738,227.3868,153.0,85.5929,0.001,0.7173,A,10.2,2.8425,Z,AZ
SKU0189,Product 0189,227.2623,2768.0,110.5864,0.001,0.7183,A,184.5333,1.2165,Z,AZ
SKU1547,Product 1547,227.171,282.0,94.2648,0.001,0.7193,A,18.8,1.3407,Z,AZ
SKU1033,Product 1033,226.9386,197.0,83.772,0.001,0.7202,A,13.1333,1.2361,Z,AZ
SKU1509,Product 1509,226.4074,314.0,63.4173,0.001,0.7212,A,20.9333,0.5028,Y,AY
SKU0095,Product 0095,225.7849,252.0,88.4899,0.001,0.7222,A,16.8,0.5807,Y,AY
SKU0613,Product 0613,225.7766,197.0,73.2352,0.001,0.7232,A,13.1333,0.7303,Y,AY
SKU0108,Product 0108,224.8719,250.0,88.2981,0.001,0.7241,A,16.6667,0.7199,Y,AY
SKU1599,Product 1599,224.7557,96.0,62.797,0.001,0.7251,A,6.4,1.3721,Z,AZ
SKU1444,Product 1444,224.5648,254.0,68.0085,0.001,0.7261,A,16.9333,0.5857,Y,AY
SKU1549,Product 1549,224.0502,198.0,78.061,0.001,0.727,A,13.2,0.9824,Y,AY
SKU0959,Product 0959,223.3032,47.0,78.658,0.001,0.728,A,3.1333,2.7211,Z,AZ
SKU0679,Product 0679,222.7554,145.0,107.4331,0.001,0.729,A,9.6667,0.8152,Y,AY
SKU1644,Product 1644,222.3736,41.0,65.25,0.001,0.7299,A,2.7333,1.169,Z,AZ
SKU1511,Product 1511,222.1661,302.0,63.9114,0.001,0.7309,A,20.1333,0.6341,Y,AY
SKU1062,Product 1062,222.025,1593.0,98.4401,0.001,0.7318,A,106.2,1.4116,Z,AZ
SKU0846,Product 0846,222.0167,160.0,93.1493,0.001,0.7328,A,10.6667,0.9459,Y,AY
SKU1763,Product 1763,221.527,92.0,179.0375,0.001,0.7337,A,6.1333,0.4219,X,AX
SKU1435,Product 1435,220.1492,250.0,69.3004,0.0009,0.7347,A,16.6667,0.4899,X,AX
SKU0147,Product 0147,218.9955,243.0,94.3364,0.0009,0.7356,A,16.2,0.7763,Y,AY
SKU1677,Product 1677,218.954,376.0,69.8997,0.0009,0.7366,A,25.0667,2.3433,Z,AZ
SKU0030,Product 0030,218.8295,444.0,140.4387,0.0009,0.7375,A,29.6,1.183,Z,AZ
SKU0045,Product 0045,218.7465,83.0,39.5136,0.0009,0.7385,A,5.5333,1.4113,Z,AZ
SKU0728,Product 0728,218.0742,96.0,90.2094,0.0009,0.7394,A,6.4,1.066,Z,AZ
SKU0907,Product 0907,217.7505,18.0,56.8732,0.0009,0.7403,A,1.2,1.972,Z,AZ
SKU0725,Product 0725,216.63,94.0,93.1699,0.0009,0.7413,A,6.2667,1.1323,Z,AZ
SKU0582,Product 0582,216.464,544.0,125.1229,0.0009,0.7422,A,36.2667,0.3429,X,AX
SKU0123,Product 0123,216.0158,189.0,105.1805,0.0009,0.7431,A,12.6,2.109,Z,AZ
SKU0899,Product 0899,215.5344,437.0,105.3461,0.0009,0.7441,A,29.1333,0.3269,X,AX
SKU1506,Product 1506,214.9866,203.0,75.9631,0.0009,0.745,A,13.5333,0.7744,Y,AY
SKU0858,Product 0858,214.9285,346.0,68.795,0.0009,0.7459,A,23.0667,1.6109,Z,AZ
SKU1732,Product 1732,214.7376,121.0,70.7379,0.0009,0.7469,A,8.0667,1.3437,Z,AZ
SKU1521,Product 1521,214.638,131.0,76.325,0.0009,0.7478,A,8.7333,1.0255,Z,AZ
SKU1418,Product 1418,214.0072,358.0,78.1394,0.0009,0.7487,A,23.8667,0.9394,Y,AY
SKU1734,Product 1734,212.8784,145.0,103.9309,0.0009,0.7496,A,9.6667,1.4897,Z,AZ
SKU1072,Product 1072,211.5753,91.0,90.5623,0.0009,0.7505,A,6.0667,2.0048,Z,AZ
SKU0462,Product 0462,210.737,604.0,92.0711,0.0009,0.7514,A,40.2667,1.5256,Z,AZ
SKU1558,Product 1558,210.4631,282.0,62.0601,0.0009,0.7524,A,18.8,1.0765,Z,AZ
SKU0845,Product 0845,210.239,152.0,87.9128,0.0009,0.7533,A,10.1333,0.7911,Y,AY
SKU0061,Product 0061,209.907,289.0,71.4382,0.0009,0.7542,A,19.2667,1.0514,Z,AZ
SKU1419,Product 1419,209.5584,324.0,69.8661,0.0009,0.7551,A,21.6,0.7448,Y,AY
SKU1368,Product 1368,209.243,697.0,-252.2226,0.0009,0.756,A,46.4667,1.8776,Z,AZ
SKU0463,Product 0463,207.1929,423.0,100.6283,0.0009,0.7569,A,28.2,0.5363,Y,AY
SKU1325,Product 1325,206.5704,149.0,73.8396,0.0009,0.7578,A,9.9333,3.2777,Z,AZ
SKU1324,Product 1324,206.1471,149.0,73.4974,0.0009,0.7586,A,9.9333,2.4999,Z,AZ
SKU0166,Product 0166,206.089,138.0,108.9309,0.0009,0.7595,A,9.2,0.7083,Y,AY
SKU1031,Product 1031,205.84,80.0,58.4301,0.0009,0.7604,A,5.3333,2.2429,Z,AZ
SKU1680,Product 1680,204.844,154.0,73.5861,0.0009,0.7613,A,10.2667,0.7312,Y,AY
SKU0041,Product 0041,204.18,85.0,24.0062,0.0009,0.7622,A,5.6667,1.2202,Z,AZ
SKU1297,Product 1297,204.0472,90.0,74.1695,0.0009,0.7631,A,6.0,1.5079,Z,AZ
SKU0444,Product 0444,203.9725,571.0,119.5004,0.0009,0.7639,A,38.0667,1.1611,Z,AZ
SKU0917,Product 0917,202.8852,206.0,85.1391,0.0009,0.7648,A,13.7333,1.1282,Z,AZ
SKU0641,Product 0641,201.856,77.0,70.5901,0.0009,0.7657,A,5.1333,2.38,Z,AZ
SKU0526,Product 0526,201.3912,136.0,79.7575,0.0009,0.7666,A,9.0667,2.2112,Z,AZ
SKU1081,Product 1081,200.0715,162.0,100.6432,0.0009,0.7674,A,10.8,1.5565,Z,AZ
SKU1174,Product 1174,199.7478,276.0,90.4764,0.0009,0.7683,A,18.4,0.4882,X,AX
SKU0091,Product 0091,199.4905,224.0,77.5381,0.0009,0.7691,A,14.9333,0.3381,X,AX
SKU1446,Product 1446,197.7143,219.0,62.0218,0.0009,0.77,A,14.6,0.3432,X,AX
SKU0165,Product 0165,196.959,134.0,103.228,0.0008,0.7708,A,8.9333,0.7334,Y,AY
SKU1461,Product 1461,195.6144,199.0,66.1284,0.0008,0.7717,A,13.2667,0.6654,Y,AY
SKU0986,Product 0986,194.9172,153.0,67.1757,0.0008,0.7725,A,10.2,1.1241,Z,AZ
SKU1783,Product 1783,194.9172,17.199,67.2569,0.0008,0.7734,A,1.1466,2.8063,Z,AZ
SKU1082,Product 1082,193.5975,158.0,97.6255,0.0008,0.7742,A,10.5333,0.9245,Y,AY
SKU0053,Product 0053,192.9999,120.0,59.9421,0.0008,0.775,A,8.0,0.6928,Y,AY
SKU0657,Product 0657,191.4561,24.0,65.5572,0.0008,0.7759,A,1.6,1.0774,Z,AZ
SKU0554,Product 0554,190.6344,74.0,65.291,0.0008,0.7767,A,4.9333,1.2899,Z,AZ
SKU0405,Product 0405,190.485,129.0,73.0845,0.0008,0.7775,A,8.6,1.7595,Z,AZ
SKU1736,Product 1736,189.8874,129.0,92.0295,0.0008,0.7783,A,8.6,1.4151,Z,AZ
SKU0498,Product 0498,189.8542,201.0,83.4849,0.0008,0.7791,A,13.4,1.0035,Z,AZ
SKU0042,Product 0042,189.3645,69.0,38.9993,0.0008,0.78,A,4.6,1.7752,Z,AZ
SKU1298,Product 1298,187.9784,60.0,94.3249,0.0008,0.7808,A,4.0,3.4795,Z,AZ
SKU0956,Product 0956,187.663,19.0,55.7536,0.0008,0.7816,A,1.2667,1.8265,Z,AZ
SKU0046,Product 0046,186.1026,156.0,40.6168,0.0008,0.7824,A,10.4,1.3027,Z,AZ
SKU0842,Product 0842,185.9947,149.0,70.1857,0.0008,0.7832,A,9.9333,1.4856,Z,AZ
SKU0810,Product 0810,184.1355,776.0,110.5802,0.0008,0.784,A,51.7333,1.2156,Z,AZ
SKU1022,Product 1022,184.094,112.0,85.0173,0.0008,0.7848,A,7.4667,1.3908,Z,AZ
SKU0156,Product 0156,182.5087,201.0,79.4918,0.0008,0.7856,A,13.4,0.8861,Y,AY
SKU0724,Product 0724,180.0436,77.0,78.4099,0.0008,0.7863,A,5.1333,1.0305,Z,AZ
SKU1319,Product 1319,179.3464,82.0,55.5042,0.0008,0.7871,A,5.4667,0.794,Y,AY
SKU1557,Product 1557,178.0765,156.0,82.7515,0.0008,0.7879,A,10.4,1.2604,Z,AZ
SKU0487,Product 0487,177.288,144.0,73.5265,0.0008,0.7886,A,9.6,2.5642,Z,AZ
SKU0726,Product 0726,177.1552,78.0,75.2125,0.0008,0.7894,A,5.2,0.9371,Y,AY
SKU0844,Product 0844,176.4165,142.0,66.4628,0.0008,0.7902,A,9.4667,1.1755,Z,AZ
SKU0428,Product 0428,175.296,144.0,63.6985,0.0008,0.7909,A,9.6,2.4772,Z,AZ
SKU0209,Product 0209,175.0055,218.0,24.9316,0.0008,0.7917,A,14.5333,1.3586,Z,AZ
SKU1630,Product 1630,174.6735,32.0,49.1485,0.0008,0.7924,A,2.1333,1.4269,Z,AZ
SKU0569,Product 0569,174.632,849.0,133.7159,0.0008,0.7932,A,56.6,2.5601,Z,AZ
SKU0658,Product 0658,174.217,212.0,82.9285,0.0008,0.7939,A,14.1333,1.4863,Z,AZ
SKU1715,Product 1715,174.1008,134.0,72.5579,0.0008,0.7947,A,8.9333,2.642,Z,AZ
SKU1303,Product 1303,173.885,98.0,71.6713,0.0007,0.7954,A,6.5333,1.3979,Z,AZ
SKU0126,Product 0126,173.47,96.0,78.6777,0.0007,0.7962,A,6.4,0.9259,Y,AY
SKU0764,Product 0764,172.0258,125.0,64.0313,0.0007,0.7969,A,8.3333,1.1042,Z,AZ
SKU0088,Product 0088,171.9179,191.0,67.697,0.0007,0.7977,A,12.7333,0.8823,Y,AY
SKU1660,Product 1660,171.478,172.0,-6.9473,0.0007,0.7984,A,11.4667,1.2939,Z,AZ
SKU1095,Product 1095,170.731,169.0,40.8719,0.0007,0.7991,A,11.2667,1.7456,Z,AZ
SKU1073,Product 1073,169.7101,57.0,49.7988,0.0007,0.7999,A,3.8,1.7376,Z,AZ
SKU0805,Product 0805,169.1872,131.0,100.559,0.0007,0.8006,B,8.7333,0.6753,Y,BY
SKU1717,Product 1717,168.7224,149.0,64.524,0.0007,0.8013,B,9.9333,2.2396,Z,BZ
SKU0317,Product 0317,167.3446,121.0,48.1158,0.0007,0.8021,B,8.0667,1.1886,Z,BZ
SKU0659,Product 0659,167.079,205.0,79.0724,0.0007,0.8028,B,13.6667,1.5634,Z,BZ
SKU0326,Product 0326,166.7802,121.0,47.6708,0.0007,0.8035,B,8.0667,0.9789,Y,BY
SKU1096,Product 1096,165.834,114.0,86.4267,0.0007,0.8042,B,7.6,2.1274,Z,BZ
SKU1427,Product 1427,164.9376,191.0,53.7536,0.0007,0.8049,B,12.7333,0.6907,Y,BY
SKU1619,Product 1619,164.1491,137.0,52.0161,0.0007,0.8056,B,9.1333,0.8689,Y,BY
SKU1544,Product 1544,163.5183,102.0,61.6395,0.0007,0.8063,B,6.8,0.8561,Y,BY
SKU1080,Product 1080,163.427,90.0,88.803,0.0007,0.807,B,6.0,2.4841,Z,BZ
SKU0661,Product 0661,163.344,134.0,76.1207,0.0007,0.8077,B,8.9333,1.5039,Z,BZ
SKU0408,Product 0408,163.2942,110.0,64.4016,0.0007,0.8084,B,7.3333,2.5613,Z,BZ
SKU1688,Product 1688,163.2195,210.0,67.616,0.0007,0.8092,B,14.0,1.5332,Z,BZ
SKU0901,Product 0901,161.85,325.0,47.8585,0.0007,0.8099,B,21.6667,0.4182,X,BX
SKU1098,Product 1098,161.7504,124.0,49.1353,0.0007,0.8105,B,8.2667,2.1384,Z,BZ
SKU0913,Product 0913,161.601,72.0,61.6008,0.0007,0.8112,B,4.8,1.6652,Z,BZ
SKU0741,Product 0741,161.5595,47.0,48.0968,0.0007,0.8119,B,3.1333,1.3852,Z,BZ
SKU0761,Product 0761,161.352,126.0,54.8265,0.0007,0.8126,B,8.4,0.923,Y,BY
SKU1387,Product 1387,161.0283,68.0,88.8187,0.0007,0.8133,B,4.5333,1.8566,Z,BZ
SKU0527,Product 0527,160.605,70.0,50.6929,0.0007,0.814,B,4.6667,1.4683,Z,BZ
SKU1383,Product 1383,160.5386,52.0,55.9798,0.0007,0.8147,B,3.4667,1.7542,Z,BZ
SKU1462,Product 1462,159.9078,162.0,57.7692,0.0007,0.8154,B,10.8,0.6493,Y,BY
SKU1665,Product 1665,159.8165,157.0,69.417,0.0007,0.8161,B,10.4667,1.4412,Z,BZ
SKU1536,Product 1536,159.0944,162.0,59.724,0.0007,0.8168,B,10.8,0.9573,Y,BY
SKU0646,Product 0646,158.945,65.0,48.33,0.0007,0.8175,B,4.3333,1.6473,Z,BZ
SKU1559,Product 1559,158.1067,210.0,47.3273,0.0007,0.8181,B,14.0,1.0802,Z,BZ
SKU0727,Product 0727,157.8826,68.0,68.3444,0.0007,0.8188,B,4.5333,1.3848,Z,BZ
SKU0588,Product 0588,157.866,64.0,48.9351,0.0007,0.8195,B,4.2667,1.9659,Z,BZ
SKU0188,Product 0188,157.1273,175.0,55.7352,0.0007,0.8202,B,11.6667,0.9063,Y,BY
SKU1684,Product 1684,156.538,207.0,55.3496,0.0007,0.8209,B,13.8,1.0172,Z,BZ
SKU1358,Product 1358,155.4175,76.0,59.3672,0.0007,0.8215,B,5.0667,1.1782,Z,BZ
SKU0639,Product 0639,154.9776,79.0,78.1354,0.0007,0.8222,B,5.2667,0.6067,Y,BY
SKU0647,Product 0647,154.629,63.0,47.4282,0.0007,0.8229,B,4.2,1.7338,Z,BZ
SKU0936,Product 0936,153.4338,18.0,40.9687,0.0007,0.8235,B,1.2,1.484,Z,BZ
SKU1235,Product 1235,150.5205,125.0,60.5197,0.0006,0.8242,B,8.3333,0.7152,Y,BY
SKU1561,Product 1561,150.2798,167.0,53.2751,0.0006,0.8248,B,11.1333,2.0224,Z,BZ
SKU1596,Product 1596,150.2549,150.0,36.1278,0.0006,0.8255,B,10.0,1.7956,Z,BZ
SKU0401,Product 0401,150.1885,54.0,60.6133,0.0006,0.8261,B,3.6,1.958,Z,BZ
SKU0096,Product 0096,150.0557,168.0,58.4594,0.0006,0.8268,B,11.2,0.8485,Y,BY
SKU0964,Product 0964,149.5494,45.0,55.0553,0.0006,0.8274,B,3.0,2.8812,Z,BZ
SKU0934,Product 0934,149.0348,17.0,42.0194,0.0006,0.8281,B,1.1333,1.7918,Z,BZ
SKU0542,Product 0542,148.155,72.0,49.3529,0.0006,0.8287,B,4.8,1.8836,Z,BZ
SKU0541,Product 0541,147.9475,72.0,48.6361,0.0006,0.8293,B,4.8,1.6313,Z,BZ
SKU0172,Product 0172,147.9226,129.0,74.6877,0.0006,0.83,B,8.6,1.2476,Z,BZ
SKU0804,Product 0804,147.6736,113.0,88.1394,0.0006,0.8306,B,7.5333,0.6691,Y,BY
SKU0146,Product 0146,147.3084,163.0,63.3624,0.0006,0.8312,B,10.8667,1.3882,Z,BZ
SKU1463,Product 1463,147.3084,150.0,54.765,0.0006,0.8319,B,10.0,0.9243,Y,BY
SKU0169,Product 0169,147.2088,543.0,55.9673,0.0006,0.8325,B,36.2,1.7069,Z,BZ
SKU0431,Product 0431,146.91,60.0,80.1311,0.0006,0.8332,B,4.0,1.9708,Z,BZ
SKU1155,Product 1155,146.3124,74.0,18.8959,0.0006,0.8338,B,4.9333,1.7679,Z,BZ
SKU0065,Product 0065,145.6235,163.0,56.7343,0.0006,0.8344,B,10.8667,0.7984,Y,BY
SKU0047,Product 0047,145.5986,107.0,42.8724,0.0006,0.835,B,7.1333,1.5264,Z,BZ
SKU1744,Product 1744,144.9678,1747.0,-0.0332,0.0006,0.8357,B,116.4667,0.1832,X,BX
SKU1000,Product 1000,144.6856,222.0,61.4073,0.0006,0.8363,B,14.8,0.9993,Y,BY
SKU0043,Product 0043,144.42,59.0,18.9732,0.0006,0.8369,B,3.9333,1.3366,Z,BZ
SKU0223,Product 0223,144.2042,126.0,63.9099,0.0006,0.8375,B,8.4,1.7788,Z,BZ
SKU1252,Product 1252,143.9054,111.0,48.2075,0.0006,0.8382,B,7.4,0.8785,Y,BY
SKU0092,Product 0092,143.4655,184.0,47.5171,0.0006,0.8388,B,12.2667,1.1456,Z,BZ
SKU1646,Product 1646,142.6936,63.0,43.8689,0.0006,0.8394,B,4.2,1.0269,Z,BZ
SKU0819,Product 0819,142.345,70.0,46.8161,0.0006,0.84,B,4.6667,2.2846,Z,BZ
SKU1507,Product 1507,142.3201,134.0,50.2672,0.0006,0.8406,B,8.9333,1.0699,Z,BZ
SKU1074,Product 1074,142.096,94.0,39.6936,0.0006,0.8412,B,6.2667,1.3026,Z,BZ
SKU1638,Product 1638,142.013,30.0,42.3175,0.0006,0.8418,B,2.0,1.2392,Z,BZ
SKU1639,Product 1639,142.013,30.0,42.3172,0.0006,0.8425,B,2.0,1.5,Z,BZ
SKU1739,Product 1739,141.0336,192.0,54.7723,0.0006,0.8431,B,12.8,1.3087,Z,BZ
SKU1737,Product 1737,140.2866,190.0,54.7844,0.0006,0.8437,B,12.6667,1.284,Z,BZ
SKU0938,Product 0938,140.27,8.0,57.7433,0.0006,0.8443,B,0.5333,2.1102,Z,BZ
SKU1208,Product 1208,140.1704,64.0,49.4438,0.0006,0.8449,B,4.2667,1.008,Z,BZ
SKU0684,Product 0684,140.104,95.0,63.9498,0.0006,0.8455,B,6.3333,1.1302,Z,BZ
SKU0723,Product 0723,140.0542,30.0,42.172,0.0006,0.8461,B,2.0,1.3628,Z,BZ
SKU0496,Product 0496,139.191,56.0,43.8147,0.0006,0.8467,B,3.7333,2.0907,Z,BZ
SKU0544,Product 0544,138.942,95.0,47.1907,0.0006,0.8473,B,6.3333,1.1765,Z,BZ
SKU1738,Product 1738,138.8922,193.0,52.7383,0.0006,0.8479,B,12.8667,1.2008,Z,BZ
SKU1258,Product 1258,138.8507,71.0,38.6864,0.0006,0.8485,B,4.7333,0.8004,Y,BY
SKU0721,Product 0721,138.5851,30.0,41.233,0.0006,0.8491,B,2.0,1.2101,Z,BZ
SKU0220,Product 0220,138.5104,120.0,35.1103,0.0006,0.8497,B,8.0,2.4321,Z,BZ
SKU0722,Product 0722,138.0954,30.0,39.8459,0.0006,0.8503,B,2.0,1.5119,Z,BZ
SKU1378,Product 1378,137.946,15.0,42.7718,0.0006,0.8509,B,1.0,2.1712,Z,BZ
SKU0008,Product 0008,137.6887,256.0,57.6543,0.0006,0.8515,B,17.0667,0.6139,Y,BY
SKU0729,Product 0729,136.7176,59.0,59.0816,0.0006,0.852,B,3.9333,1.4808,Z,BZ
SKU1652,Product 1652,136.452,28.0,44.7373,0.0006,0.8526,B,1.8667,1.3713,Z,BZ
SKU1640,Product 1640,135.6469,29.0,39.5904,0.0006,0.8532,B,1.9333,1.8388,Z,BZ
SKU1781,Product 1781,135.5224,68.0,33.0562,0.0006,0.8538,B,4.5333,1.3153,Z,BZ
SKU0422,Product 0422,135.456,52.0,48.0895,0.0006,0.8544,B,3.4667,1.6709,Z,BZ
SKU0472,Product 0472,135.207,91.0,47.8605,0.0006,0.855,B,6.0667,2.2553,Z,BZ
SKU1523,Product 1523,134.46,135.0,50.5754,0.0006,0.8556,B,9.0,1.2917,Z,BZ
SKU1197,Product 1197,134.2608,68.0,43.8887,0.0006,0.8561,B,4.5333,2.5736,Z,BZ
SKU1666,Product 1666,133.713,121.0,62.2444,0.0006,0.8567,B,8.0667,1.399,Z,BZ
SKU1623,Product 1623,133.3312,44.0,28.6413,0.0006,0.8573,B,2.9333,2.0795,Z,BZ
SKU1400,Product 1400,132.8,51.0,43.6003,0.0006,0.8579,B,3.4,1.7464,Z,BZ
SKU1097,Product 1097,132.385,60.0,40.0349,0.0006,0.8584,B,4.0,2.1192,Z,BZ
SKU0759,Product 0759,132.1775,35.0,39.4894,0.0006,0.859,B,2.3333,3.2302,Z,BZ
SKU1782,Product 1782,132.136,65.0,36.7341,0.0006,0.8596,B,4.3333,1.2779,Z,BZ
SKU1076,Product 1076,131.638,156.0,49.2254,0.0006,0.8601,B,10.4,1.7436,Z,BZ
SKU0946,Product 0946,131.5965,108.0,61.3615,0.0006,0.8607,B,7.2,2.7409,Z,BZ
SKU0277,Product 0277,131.2064,103.0,47.3324,0.0006,0.8613,B,6.8667,1.546,Z,BZ
SKU0323,Product 0323,130.0942,95.0,37.459,0.0006,0.8618,B,6.3333,0.5928,Y,BY
SKU1612,Product 1612,129.0152,120.0,24.3647,0.0006,0.8624,B,8.0,1.4737,Z,BZ
SKU0099,Product 0099,128.9156,144.0,50.4408,0.0006,0.8629,B,9.6,1.2437,Z,BZ
SKU0543,Product 0543,128.6832,96.0,38.0864,0.0006,0.8635,B,6.4,1.1853,Z,BZ
SKU1779,Product 1779,128.4508,65.0,29.0476,0.0006,0.8641,B,4.3333,1.3587,Z,BZ
SKU0662,Product 0662,128.3678,84.0,40.7756,0.0006,0.8646,B,5.6,3.1323,Z,BZ
SKU1283,Product 1283,127.5212,203.0,45.2813,0.0005,0.8652,B,13.5333,1.0733,Z,BZ
SKU1617,Product 1617,126.7244,109.0,40.0559,0.0005,0.8657,B,7.2667,0.7103,Y,BY
SKU1067,Product 1067,126.243,101.0,53.3055,0.0005,0.8662,B,6.7333,1.552,Z,BZ
SKU1670,Product 1670,125.828,80.0,45.2993,0.0005,0.8668,B,5.3333,1.7412,Z,BZ
SKU0533,Product 0533,125.247,51.0,40.992,0.0005,0.8673,B,3.4,1.7605,Z,BZ
SKU0270,Product 0270,124.334,43.0,43.9939,0.0005,0.8679,B,2.8667,2.4591,Z,BZ
SKU1784,Product 1784,124.1348,10.623,45.4417,0.0005,0.8684,B,0.7082,2.479,Z,BZ
SKU0483,Product 0483,123.9024,96.0,40.957,0.0005,0.8689,B,6.4,2.2237,Z,BZ
SKU1388,Product 1388,123.836,76.0,35.9817,0.0005,0.8695,B,5.0667,0.8521,Y,BY
SKU0066,Product 0066,123.7115,140.0,47.6896,0.0005,0.87,B,9.3333,1.2558,Z,BZ
SKU1330,Product 1330,123.5372,86.0,46.4846,0.0005,0.8705,B,5.7333,1.4069,Z,BZ
SKU1389,Product 1389,123.504,75.0,36.5391,0.0005,0.8711,B,5.0,0.6969,Y,BY
SKU1574,Product 1574,123.4625,12.0,47.575,0.0005,0.8716,B,0.8,3.873,Z,BZ
SKU0560,Product 0560,121.9353,6.0,32.174,0.0005,0.8721,B,0.4,3.873,Z,BZ
SKU0321,Product 0321,121.9104,88.0,35.5427,0.0005,0.8727,B,5.8667,1.0525,Z,BZ
SKU0818,Product 0818,121.8025,60.0,39.9606,0.0005,0.8732,B,4.0,2.1276,Z,BZ
SKU1158,Product 1158,121.595,57.0,21.6476,0.0005,0.8737,B,3.8,1.4827,Z,BZ
SKU0511,Product 0511,120.5824,96.0,38.2798,0.0005,0.8742,B,6.4,1.2622,Z,BZ
SKU1204,Product 1204,120.101,55.0,40.7393,0.0005,0.8747,B,3.6667,0.9706,Y,BY
SKU0545,Product 0545,119.686,96.0,30.6765,0.0005,0.8753,B,6.4,1.1838,Z,BZ
SKU0910,Product 0910,119.5698,30.0,33.4302,0.0005,0.8758,B,2.0,2.6458,Z,BZ
SKU0929,Product 0929,119.4121,50.0,37.3692,0.0005,0.8763,B,3.3333,2.0114,Z,BZ
SKU0867,Product 0867,119.188,2872.0,44.8339,0.0005,0.8768,B,191.4667,1.5356,Z,BZ
SKU0909,Product 0909,119.1631,30.0,33.1021,0.0005,0.8773,B,2.0,2.5635,Z,BZ
SKU0892,Product 0892,118.9888,91.0,59.9222,0.0005,0.8778,B,6.0667,3.873,Z,BZ
SKU0590,Product 0590,117.5031,15.0,36.7439,0.0005,0.8783,B,1.0,1.5584,Z,BZ
SKU0925,Product 0925,117.5031,15.0,40.6034,0.0005,0.8788,B,1.0,1.4142,Z,BZ
SKU0261,Product 0261,117.4284,53.0,42.3517,0.0005,0.8793,B,3.5333,1.6324,Z,BZ
SKU0812,Product 0812,117.3039,342.0,94.9237,0.0005,0.8799,B,22.8,1.4185,Z,BZ
SKU1620,Product 1620,117.2375,103.0,36.5739,0.0005,0.8804,B,6.8667,1.0222,Z,BZ
SKU0531,Product 0531,117.03,48.0,38.0825,0.0005,0.8809,B,3.2,2.0052,Z,BZ
SKU0283,Product 0283,116.9802,53.0,41.9874,0.0005,0.8814,B,3.5333,1.9072,Z,BZ
SKU1091,Product 1091,116.781,1848.0,6.4882,0.0005,0.8819,B,123.2,2.6227,Z,BZ
SKU0912,Product 0912,116.7229,30.0,31.1346,0.0005,0.8824,B,2.0,2.8785,Z,BZ
SKU1294,Product 1294,116.5818,574.0,51.9009,0.0005,0.8829,B,38.2667,1.7863,Z,BZ
SKU1667,Product 1667,116.366,73.0,44.2199,0.0005,0.8834,B,4.8667,2.52,Z,BZ
SKU0911,Product 0911,116.2415,30.0,30.746,0.0005,0.8839,B,2.0,2.244,Z,BZ
SKU0552,Product 0552,115.2704,89.0,36.8178,0.0005,0.8844,B,5.9333,2.4386,Z,BZ
SKU1671,Product 1671,115.2123,69.0,31.6994,0.0005,0.8849,B,4.6,1.7866,Z,BZ
SKU0985,Product 0985,115.0048,108.0,34.4776,0.0005,0.8854,B,7.2,1.6743,Z,BZ
SKU1633,Product 1633,114.5898,24.0,36.075,0.0005,0.8859,B,1.6,1.8268,Z,BZ
SKU0689,Product 0689,113.1705,91.0,61.4825,0.0005,0.8864,B,6.0667,2.1287,Z,BZ
SKU1205,Product 1205,112.8551,52.0,37.6463,0.0005,0.8868,B,3.4667,1.3303,Z,BZ
SKU1233,Product 1233,112.6725,93.0,43.0082,0.0005,0.8873,B,6.2,1.5557,Z,BZ
SKU0987,Product 0987,112.4816,126.0,29.0107,0.0005,0.8878,B,8.4,1.5971,Z,BZ
SKU0339,Product 0339,111.801,45.0,36.4753,0.0005,0.8883,B,3.0,2.6186,Z,BZ
SKU0952,Product 0952,111.6848,48.0,47.2396,0.0005,0.8888,B,3.2,1.5409,Z,BZ
SKU0530,Product 0530,111.3196,139.0,38.0575,0.0005,0.8893,B,9.2667,0.6219,Y,BY
SKU0320,Product 0320,111.1868,80.0,32.2456,0.0005,0.8897,B,5.3333,1.1376,Z,BZ
SKU0318,Product 0318,111.0457,80.0,32.1315,0.0005,0.8902,B,5.3333,1.0833,Z,BZ
SKU0322,Product 0322,110.4813,80.0,31.6767,0.0005,0.8907,B,5.3333,1.2451,Z,BZ
