period,sku,location,retail_price,retail_price_net,avg_qty,min_qty,max_qty,current_qty,current_retail_value,current_cost_value,unit_cost,purchase_price,product_name,unit,unit_description,stock_group,supplier
2025-07-01,SKU0572,Warehouse,5.7685,4.652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0572,TK,TK(75)G,CANDYLAND,Unknown supplier
2025-07-01,SKU0579,Store A,1.577,1.2718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0579,TK,TK(120)G,CANDYLAND,Supplier 17
2025-07-01,SKU0583,Store C,0.166,0.1339,563.032,489.0,607.0,1187.0,197.042,29.7533,0.0251,0.0251,Product 0583,TK,"TK(4,6)G",CANDYLAND,Supplier 64
2025-07-01,SKU0585,Warehouse,1.66,1.3387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0585,TK,TK(60)G,CANDYLAND,Supplier 17
2025-07-01,SKU0588,Warehouse,2.49,2.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0588,TK,TK(120)G,CANDYLAND,Supplier 16
2025-07-01,SKU0589,Store C,4.648,3.7484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0589,TK,TK(298)G,CANDYLAND,Supplier 17
2025-07-01,SKU0590,Store C,8.217,6.6266,0.0,0.0,0.0,2.0,16.434,7.7356,0.0,0.0,Product 0590,TK,TK(195)G,CANDYLAND,Supplier 54
2025-07-01,SKU0591,Store A,2.49,2.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0591,TK,TK(141)G,CANDYLAND,Multiple suppliers
2025-07-01,SKU0602,Store B,1.66,1.3387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0602,TK,"TK(112,5)G",CANDYLAND,Supplier 17
2025-07-01,SKU0606,Warehouse,0.996,0.8032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0606,TK,TK(330)ML,CANDYLAND,Supplier 18
2025-07-01,SKU0614,Warehouse,1.162,0.9371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0614,TK,TK(150)G,CANDYLAND,Supplier 17
2025-07-01,SKU0615,Store A,1.162,0.9371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0615,TK,TK(150)G,CANDYLAND,Supplier 17
2025-07-01,SKU0621,Store C,3.818,3.0791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0621,TK,TK(250)G,CANDYLAND,Supplier 26
2025-07-01,SKU0631,Warehouse,0.83,0.6694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0631,TK,TK(23)G,CANDYLAND,Supplier 16
2025-07-01,SKU0634,Warehouse,1.826,1.4726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0634,TK,TK(11)G,CANDYLAND,Supplier 02
2025-07-01,SKU0639,Warehouse,1.992,1.6065,134.709,120.0,144.0,0.0,0.0,0.0,0.5976,0.5976,Product 0639,TK,TK(7)G,CANDYLAND,Supplier 02
2025-07-01,SKU0646,Store A,2.49,2.0081,2.838,-1.0,15.0,0.0,0.0,0.0,1.2453,1.2453,Product 0646,TK,TK(99)G,CANDYLAND,Supplier 16
2025-07-01,SKU0657,Store B,8.217,6.6266,0.0,0.0,0.0,4.0,32.868,14.8072,0.0,0.0,Product 0657,TK,TK(250)G,CANDYLAND,Supplier 54
2025-07-01,SKU0658,Warehouse,0.83,0.6694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0658,TK,"TK(15,6)G",CANDYLAND,Supplier 16
2025-07-01,SKU0676,Store A,1.577,1.2718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0676,TK,"TK(61,3)G",CANDYLAND,Multiple suppliers
2025-07-01,SKU0678,Store A,1.826,1.4726,30.096,27.0,32.0,42.0,76.692,17.2906,0.4117,0.4117,Product 0678,TK,TK(5)G,CANDYLAND,Supplier 02
2025-07-01,SKU0678,Store B,1.826,1.4726,28.677,27.0,30.0,13.0,23.738,5.3518,0.4117,0.4117,Product 0678,TK,TK(5)G,CANDYLAND,Supplier 02
2025-07-01,SKU0679,Store B,1.245,1.0041,0.0,0.0,0.0,38.0,47.31,18.924,0.0,0.0,Product 0679,TK,TK(5)G,CANDYLAND,Supplier 02
2025-07-01,SKU0681,Store C,1.162,0.9371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0681,TK,TK(65)G,CANDYLAND,Supplier 02
2025-07-01,SKU0682,Store A,0.83,0.6694,0.0,0.0,0.0,18.0,14.94,5.6772,0.0,0.0,Product 0682,TK,"TK(5,5)G",CANDYLAND,Supplier 66
2025-07-01,SKU0686,Store C,8.2585,6.6601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0686,TK,"TK(210,6)G",CANDYLAND,Supplier 21
2025-07-01,SKU0688,Store A,1.494,1.2048,8.419,2.0,28.0,16.0,23.904,5.737,0.3586,0.3586,Product 0688,TK,TK(120)G,CANDYLAND,Multiple suppliers
2025-07-01,SKU0689,Warehouse,1.245,1.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0689,TK,TK(102)G,CANDYLAND,Supplier 02
2025-07-01,SKU0709,Store A,0.83,0.6694,26.387,21.0,32.0,0.0,0.0,0.0,0.2,0.2,Product 0709,TK,TK(25)ML,CANDYLAND,Supplier 02
2025-07-01,SKU0709,Store C,0.83,0.6694,25.709,12.0,35.0,0.0,0.0,0.0,0.2,0.2,Product 0709,TK,TK(25)ML,CANDYLAND,Supplier 02
2025-07-01,SKU0710,Warehouse,0.913,0.7363,0.0,0.0,0.0,60.0,54.78,18.924,0.0,0.0,Product 0710,TK,TK(25)ML,CANDYLAND,Supplier 02
2025-07-01,SKU0713,Store B,1.245,1.0041,40.096,25.0,49.0,-1.0,-1.245,-0.3071,0.3071,0.3071,Product 0713,TK,TK(60)ML,CANDYLAND,Supplier 02
2025-07-01,SKU0715,Store B,1.992,1.6065,0.0,0.0,0.0,20.0,39.84,14.774,0.0,0.0,Product 0715,TK,TK(10)G,CANDYLAND,Supplier 05
2025-07-01,SKU0718,Store C,1.992,1.6065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0718,TK,TK(175)G,CANDYLAND,Supplier 49
2025-07-01,SKU0718,Warehouse,1.992,1.6065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0718,TK,TK(175)G,CANDYLAND,Supplier 49
2025-07-01,SKU0719,Store C,1.992,1.6065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0719,TK,TK(175)G,CANDYLAND,Supplier 49
2025-07-01,SKU0732,Store C,3.32,2.6774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0732,TK,TK(125)G,CANDYLAND,Supplier 37
2025-07-01,SKU0734,Warehouse,2.324,1.8742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0734,TK,TK(150)G,CANDYLAND,Supplier 31
2025-07-01,SKU0736,Store B,2.324,1.8742,2.0,2.0,2.0,0.0,0.0,0.0,1.0956,1.0956,Product 0736,TK,TK(150)G,CANDYLAND,Supplier 31
2025-07-01,SKU0737,Store A,6.64,5.3548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0737,TK,TK(350)G,CANDYLAND,Unknown supplier
2025-07-01,SKU0747,Store C,2.158,1.7403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0747,TK,TK(150)G,CANDYLAND,Supplier 49
2025-07-01,SKU0757,Warehouse,20.667,16.6669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0757,TK,TK(750)G,CANDYLAND,Supplier 34
2025-07-01,SKU0764,Store C,1.494,1.2048,5.451,0.0,13.0,0.0,0.0,0.0,0.5977,0.5977,Product 0764,TK,TK(300)G,CANDYLAND,Multiple suppliers
2025-07-01,SKU0768,Store B,1.245,1.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0768,TK,TK(150)G,CANDYLAND,Supplier 32
2025-07-01,SKU0773,Warehouse,1.245,1.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0773,TK,TK(150)G,CANDYLAND,Supplier 32
2025-07-01,SKU0781,Store C,0.747,0.6024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0781,TK,TK(56)G,CANDYLAND,Supplier 21
2025-07-01,SKU0788,Store A,1.826,1.4726,0.0,0.0,0.0,11.0,20.086,4.1085,0.0,0.0,Product 0788,TK,TK(75)G,CANDYLAND,Supplier 32
2025-07-01,SKU0801,Store C,1.577,1.2718,0.0,0.0,0.0,46.0,72.542,28.635,0.0,0.0,Product 0801,TK,TK(30)G,CANDYLAND,Supplier 66
2025-07-01,SKU0810,Store B,0.249,0.2008,103.258,71.0,141.0,0.0,0.0,0.0,0.0498,0.0498,Product 0810,TK,TK(12)G,CANDYLAND,Multiple suppliers
2025-07-01,SKU0814,Store A,24.9,20.0806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0814,TK,TK(528)G,CANDYLAND,Supplier 23
2025-07-01,SKU0823,Store B,3.735,3.0121,0.0,0.0,0.0,12.0,44.82,21.8124,0.0,0.0,Product 0823,TK,TK(100)G,CANDYLAND,Supplier 44
2025-07-01,SKU0824,Store A,6.391,5.1541,0.0,0.0,0.0,10.0,63.91,29.216,0.0,0.0,Product 0824,TK,TK(200)G,CANDYLAND,Supplier 44
2025-07-01,SKU0825,Store A,3.735,3.0121,0.0,0.0,0.0,10.0,37.35,16.517,0.0,0.0,Product 0825,TK,TK(100)G,CANDYLAND,Supplier 44
2025-07-01,SKU0831,Store B,0.498,0.4016,0.0,0.0,0.0,115.0,57.27,19.5672,0.0,0.0,Product 0831,TK,TK(200)ML,CANDYLAND,Supplier 70
2025-07-01,SKU0843,Warehouse,1.411,1.1379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0843,TK,TK(315)ML,CANDYLAND,Supplier 03
2025-07-01,SKU0856,Store C,8.217,6.6266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0856,TK,TK(200)G,CANDYLAND,Supplier 58
2025-07-01,SKU0860,Store C,3.237,2.6105,5.032,2.0,6.0,0.0,0.0,0.0,1.602,1.602,Product 0860,TK,TK(98)G,CANDYLAND,Supplier 23
2025-07-01,SKU0863,Store A,1.245,1.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0863,TK,TK(140)G,CANDYLAND,Supplier 69
2025-07-01,SKU0873,Store B,0.415,0.3347,0.0,0.0,0.0,21.0,8.715,4.1832,0.0,0.0,Product 0873,TK,TK(15)G,CANDYLAND,Supplier 19
2025-07-01,SKU0897,Store C,7.387,5.9572,0.0,0.0,0.0,3.0,22.161,12.4251,0.0,0.0,Product 0897,TK,TK(110)G,CANDYLAND,Supplier 01
2025-07-01,SKU0897,Warehouse,7.387,5.9572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0897,TK,TK(110)G,CANDYLAND,Supplier 01
2025-07-01,SKU0917,Store C,0.996,0.8032,27.0,17.0,35.0,0.0,0.0,0.0,0.3832,0.3832,Product 0917,TK,TK(40)ML,CANDYLAND,Supplier 64
2025-07-01,SKU0925,Store A,8.217,6.6266,0.0,0.0,0.0,9.0,73.953,32.4945,0.0,0.0,Product 0925,TK,TK(250)G,CANDYLAND,Supplier 54
2025-07-01,SKU0925,Store B,8.217,6.6266,0.0,0.0,0.0,10.0,82.17,36.105,0.0,0.0,Product 0925,TK,TK(250)G,CANDYLAND,Supplier 54
2025-07-01,SKU0928,Store C,3.237,2.6105,0.0,0.0,0.0,2.0,6.474,2.8884,0.0,0.0,Product 0928,TK,TK(200)G,CANDYLAND,Supplier 34
2025-07-01,SKU0931,Store A,2.4485,1.9746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0931,TK,"TK(13,2)G",CANDYLAND,Supplier 62
2025-07-01,SKU0931,Warehouse,2.4485,1.9746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0931,TK,"TK(13,2)G",CANDYLAND,Supplier 62
2025-07-01,SKU0932,Store C,2.4485,1.9746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0932,TK,"TK(13,2)G",CANDYLAND,Supplier 62
2025-07-01,SKU0933,Store C,9.0885,7.3294,0.0,0.0,0.0,2.0,18.177,9.1964,0.0,0.0,Product 0933,TK,TK(48)G,CANDYLAND,Supplier 62
2025-07-01,SKU0939,Store B,22.3685,18.0391,0.0,0.0,0.0,8.0,178.948,92.5616,0.0,0.0,Product 0939,TK,"TK(18,5)G",CANDYLAND,Supplier 62
2025-07-01,SKU0943,Store A,2.075,1.6734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0943,TK,TK(144)G,CANDYLAND,Supplier 59
2025-07-01,SKU0944,Store A,2.075,1.6734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0944,TK,TK(100)G,CANDYLAND,Supplier 59
2025-07-01,SKU0945,Store A,2.075,1.6734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0945,TK,TK(125)G,CANDYLAND,Supplier 59
2025-07-01,SKU0954,Store A,13.197,10.6428,0.0,0.0,0.0,6.0,79.182,33.8092,0.0,0.0,Product 0954,TK,TK(160)G,CANDYLAND,Supplier 29
2025-07-01,SKU0959,Store C,4.897,3.9492,2.0,0.0,12.0,0.0,0.0,0.0,2.158,2.158,Product 0959,TK,TK(180)G,CANDYLAND,Supplier 55
2025-07-01,SKU0963,Warehouse,4.648,3.7484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0963,TK,TK(400)G,CANDYLAND,Supplier 31
2025-07-01,SKU0965,Store C,0.4067,0.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0965,TK,TK(20)G,CANDYLAND,Supplier 15
2025-07-01,SKU0983,Store C,1.328,1.0709,0.0,0.0,0.0,6.0,7.968,3.0378,0.0,0.0,Product 0983,TK,TK(128)G,CANDYLAND,Supplier 46
2025-07-01,SKU0985,Store A,1.328,1.0709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0985,TK,TK(100)G,CANDYLAND,Supplier 46
2025-07-01,SKU0991,Store A,1.328,1.0709,0.0,0.0,0.0,13.0,17.264,6.5819,0.0,0.0,Product 0991,TK,TK(128)G,CANDYLAND,Supplier 46
2025-07-01,SKU0993,Store C,1.162,0.9371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0993,TK,TK(150)G,CANDYLAND,Supplier 06
2025-07-01,SKU0994,Store C,0.996,0.8032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0994,TK,TK(150)G,CANDYLAND,Supplier 06
2025-07-01,SKU0995,Warehouse,0.83,0.6694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0995,TK,TK(100)G,CANDYLAND,Supplier 06
2025-07-01,SKU0999,Store B,1.162,0.9371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 0999,TK,TK(100)G,CANDYLAND,Supplier 42
2025-07-01,SKU1003,Warehouse,1.577,1.2718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1003,TK,TK(57)G,CANDYLAND,Supplier 19
2025-07-01,SKU1006,Store A,0.996,0.8032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1006,TK,TK(450)ML,CANDYLAND,Supplier 03
2025-07-01,SKU1008,Store A,0.996,0.8032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1008,TK,TK(450)ML,CANDYLAND,Supplier 03
2025-07-01,SKU1012,Warehouse,0.996,0.8032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1012,TK,TK(330)ML,CANDYLAND,Supplier 03
2025-07-01,SKU1013,Store B,1.328,1.0709,23.161,15.0,27.0,28.0,37.184,13.0144,0.4574,0.4574,Product 1013,TK,TK(500)ML,CANDYLAND,Supplier 03
2025-07-01,SKU1014,Warehouse,1.162,0.9371,109.0,90.0,139.0,0.0,0.0,0.0,0.4479,0.4479,Product 1014,TK,TK(500)ML,CANDYLAND,Supplier 03
2025-07-01,SKU1018,Store A,0.664,0.5355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1018,TK,TK(330)ML,CANDYLAND,Supplier 03
2025-07-01,SKU1019,Store C,0.747,0.6024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1019,TK,TK(330)ML,CANDYLAND,Supplier 03
2025-07-01,SKU1020,Store B,0.747,0.6024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1020,TK,TK(330)ML,CANDYLAND,Supplier 03
2025-07-01,SKU1022,Store A,1.66,1.3387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1022,TK,TK(96)G,CANDYLAND,Supplier 42
2025-07-01,SKU1025,Warehouse,0.747,0.6024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1025,TK,TK(100)G,CANDYLAND,Supplier 11
2025-07-01,SKU1031,Store B,2.656,2.1419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1031,TK,TK(135)G,CANDYLAND,Supplier 59
2025-07-01,SKU1034,Store C,0.5395,0.4351,0.0,0.0,0.0,4.0,2.158,1.0624,0.0,0.0,Product 1034,TK,TK(20)G,CANDYLAND,Supplier 19
2025-07-01,SKU1037,Store B,4.399,3.5476,0.0,0.0,0.0,2.0,8.798,4.1334,0.0,0.0,Product 1037,TK,TK(120)G,CANDYLAND,Supplier 28
2025-07-01,SKU1039,Warehouse,4.399,3.5476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1039,TK,TK(120)G,CANDYLAND,Supplier 28
2025-07-01,SKU1041,Warehouse,2.656,2.1419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1041,TK,TK(750)ML,CANDYLAND,Supplier 03
2025-07-01,SKU1042,Store C,2.656,2.1419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1042,TK,TK(750)ML,CANDYLAND,Supplier 03
2025-07-01,SKU1044,Store C,2.656,2.1419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1044,TK,TK(750)ML,CANDYLAND,Supplier 03
2025-07-01,SKU1047,Store C,3.237,2.6105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1047,TK,TK(98)G,CANDYLAND,Supplier 23
2025-07-01,SKU1049,Store C,1.245,1.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1049,TK,TK(60)ML,CANDYLAND,Supplier 05
2025-07-01,SKU1056,Store C,0.415,0.3347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1056,TK,TK(200)ML,CANDYLAND,Supplier 77
2025-07-01,SKU1068,Store A,1.328,1.0709,29.58,21.0,35.0,51.0,67.728,22.3079,0.4374,0.4374,Product 1068,TK,TK(100)G,CANDYLAND,Supplier 02
2025-07-01,SKU1076,Store A,1.245,1.0041,34.354,34.0,35.0,0.0,0.0,0.0,0.3669,0.3669,Product 1076,TK,TK(35)G,CANDYLAND,Supplier 02
2025-07-01,SKU1080,Store C,1.826,1.4726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1080,TK,TK(144)G,CANDYLAND,Supplier 02
2025-07-01,SKU1091,Store A,0.166,0.1339,21.225,0.0,168.0,0.0,0.0,0.0,0.0481,0.0481,Product 1091,TK,TK(7)G,CANDYLAND,Supplier 51
2025-07-01,SKU1100,Store A,2.324,1.8742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1100,TK,TK(200)G,CANDYLAND,Supplier 26
2025-07-01,SKU1103,Store C,0.1245,0.1004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1103,TK,TK(9)G,CANDYLAND,Supplier 59
2025-07-01,SKU1113,Store C,0.747,0.6024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1113,TK,TK(75)G,CANDYLAND,Supplier 41
2025-07-01,SKU1118,Warehouse,3.32,2.6774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1118,TK,TK(125)G,CANDYLAND,Supplier 26
2025-07-01,SKU1134,Warehouse,7.47,6.0242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1134,TK,TK(200)G,CANDYLAND,Supplier 26
2025-07-01,SKU1136,Store C,6.0175,4.8528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1136,TK,TK(200)G,CANDYLAND,Supplier 26
2025-07-01,SKU1142,Warehouse,1.66,1.3387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1142,TK,TK(225)G,CANDYLAND,Supplier 26
2025-07-01,SKU1146,Store A,2.656,2.1419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1146,TK,TK(150)G,CANDYLAND,Supplier 26
2025-07-01,SKU1146,Warehouse,2.656,2.1419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1146,TK,TK(150)G,CANDYLAND,Supplier 26
2025-07-01,SKU1147,Store C,2.656,2.1419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1147,TK,TK(150)G,CANDYLAND,Supplier 26
2025-07-01,SKU1149,Store A,2.407,1.9411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1149,TK,TK(165)G,CANDYLAND,Supplier 26
2025-07-01,SKU1169,Store A,2.656,2.1419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1169,TK,TK(175)G,CANDYLAND,Supplier 34
2025-07-01,SKU1174,Store A,0.747,0.6024,18.451,0.0,24.0,9.0,6.723,2.3157,0.2573,0.2573,Product 1174,TK,TK(250)ML,CANDYLAND,Supplier 24
2025-07-01,SKU1176,Warehouse,3.237,2.6105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1176,TK,TK(150)G,CANDYLAND,Supplier 34
2025-07-01,SKU1182,Store C,2.075,1.6734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1182,TK,TK(107)G,CANDYLAND,Supplier 26
2025-07-01,SKU1182,Warehouse,2.075,1.6734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1182,TK,TK(107)G,CANDYLAND,Supplier 26
2025-07-01,SKU1183,Store C,1.494,1.2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1183,TK,TK(100)G,CANDYLAND,Supplier 26
2025-07-01,SKU1191,Store B,3.237,2.6105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1191,TK,TK(132)G,CANDYLAND,Supplier 26
2025-07-01,SKU1191,Warehouse,3.237,2.6105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1191,TK,TK(132)G,CANDYLAND,Supplier 26
2025-07-01,SKU1195,Store A,3.32,2.6774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1195,TK,TK(90)G,CANDYLAND,Unknown supplier
2025-07-01,SKU1197,Store A,1.992,1.6065,0.0,0.0,0.0,2.0,3.984,1.8937,0.0,0.0,Product 1197,TK,TK(54)G,CANDYLAND,Supplier 43
2025-07-01,SKU1201,Warehouse,0.747,0.6024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1201,TK,TK(75)G,CANDYLAND,Supplier 41
2025-07-01,SKU1205,Store A,2.324,1.8742,2.935,2.0,5.0,0.0,0.0,0.0,0.9049,0.9049,Product 1205,TK,TK(180)G,CANDYLAND,Supplier 39
2025-07-01,SKU1215,Store C,0.913,0.7363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1215,TK,TK(18)G,CANDYLAND,Supplier 43
2025-07-01,SKU1224,Warehouse,1.992,1.6065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1224,TK,TK(120)G,CANDYLAND,Supplier 17
2025-07-01,SKU1230,Warehouse,0.2075,0.1673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1230,TK,TK(9)G,CANDYLAND,Supplier 19
2025-07-01,SKU1240,Warehouse,1.162,0.9371,690.967,684.0,708.0,0.0,0.0,0.0,0.415,0.415,Product 1240,TK,TK(15)G,CANDYLAND,Supplier 04
2025-07-01,SKU1244,Store B,2.49,2.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1244,TK,TK(400)G,CANDYLAND,Supplier 24
2025-07-01,SKU1248,Store B,1.494,1.2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1248,TK,TK(100)G,CANDYLAND,Supplier 24
2025-07-01,SKU1256,Warehouse,1.494,1.2048,0.0,0.0,0.0,24.0,35.856,11.454,0.0,0.0,Product 1256,TK,TK(120)G,CANDYLAND,Supplier 02
2025-07-01,SKU1262,Store C,2.324,1.8742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1262,TK,TK(200)G,CANDYLAND,Supplier 24
2025-07-01,SKU1269,Store C,1.494,1.2048,0.0,0.0,0.0,4.0,5.976,2.5564,0.0,0.0,Product 1269,TK,TK(125)G,CANDYLAND,Supplier 24
2025-07-01,SKU1270,Store B,1.494,1.2048,3.58,0.0,12.0,7.0,10.458,4.2994,0.6143,0.6143,Product 1270,TK,TK(125)G,CANDYLAND,Supplier 24
2025-07-01,SKU1273,Warehouse,1.245,1.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1273,TK,TK(75)G,CANDYLAND,Supplier 24
2025-07-01,SKU1276,Store B,1.66,1.3387,0.0,0.0,0.0,1.0,1.66,0.8466,0.0,0.0,Product 1276,TK,TK(200)G,CANDYLAND,Supplier 24
2025-07-01,SKU1281,Store A,1.494,1.2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1281,TK,TK(150)G,CANDYLAND,Supplier 24
2025-07-01,SKU1298,Store C,3.154,2.5435,0.0,0.0,0.0,27.0,85.158,25.7715,0.0,0.0,Product 1298,TK,TK(150)G,CANDYLAND,Supplier 06
2025-07-01,SKU1305,Store B,2.075,1.6734,0.0,0.0,0.0,8.0,16.6,4.98,0.0,0.0,Product 1305,TK,TK(100)G,CANDYLAND,Multiple suppliers
2025-07-01,SKU1310,Store C,5.146,4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1310,TK,TK(200)G,CANDYLAND,Supplier 24
2025-07-01,SKU1315,Store A,1.66,1.3387,0.0,0.0,0.0,9.0,14.94,7.8435,0.0,0.0,Product 1315,TK,TK(200)G,CANDYLAND,Supplier 24
2025-07-01,SKU1326,Store B,1.411,1.1379,48.419,31.0,64.0,0.0,0.0,0.0,0.6225,0.6225,Product 1326,TK,TK(150)ML,CANDYLAND,Supplier 03
2025-07-01,SKU1327,Store A,1.411,1.1379,51.516,30.0,65.0,0.0,0.0,0.0,0.6225,0.6225,Product 1327,TK,TK(150)ML,CANDYLAND,Supplier 03
2025-07-01,SKU1331,Store A,0.747,0.6024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1331,TK,TK(240)ML,CANDYLAND,Supplier 03
2025-07-01,SKU1336,Store A,0.747,0.6024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Product 1336,TK,TK(240)ML,CANDYLAND,Supplier 03
