sku,product_name,location,current_qty,unit_cost,supplier,recent_units,recent_revenue,avg_weekly_demand
SKU0886,Product 0886,Store C,20.0,0.2407,Supplier 02,9.0,10.2256,0.6848
SKU0951,Product 0951,Store C,10.0,0.8923,Supplier 49,9.0,19.4967,0.6848
SKU0988,Product 0988,Store B,15.0,0.498,Supplier 69,9.0,11.288,0.6848
SKU0988,Product 0988,Store C,16.0,0.498,Supplier 69,9.0,11.8192,0.6848
SKU1026,Product 1026,Store A,7.0,0.332,Supplier 11,9.0,6.5736,0.6848
SKU1028,Product 1028,Store B,5.0,0.5229,Supplier 11,9.0,9.877,0.6848
SKU1070,Product 1070,Store C,31.0,0.406,Supplier 02,9.0,11.6864,0.6848
SKU1215,Product 1215,Store B,13.0,0.4233,Supplier 43,9.0,8.217,0.6848
SKU1217,Product 1217,Store A,14.0,0.2739,Supplier 24,9.0,4.8555,0.6848
SKU1235,Product 1235,Store B,25.0,0.4897,Supplier 04,9.0,11.0805,0.6848
SKU1252,Product 1252,Store C,9.0,0.6142,Supplier 24,9.0,13.446,0.6848
SKU1279,Product 1279,Store A,9.0,0.8466,Supplier 24,9.0,14.774,0.6848
SKU1305,Product 1305,Store A,2.0,0.6226,Multiple suppliers,9.0,17.845,0.6848
SKU1388,Product 1388,Store C,4.0,0.8467,Supplier 24,9.0,14.774,0.6848
SKU1418,Product 1418,Store B,20.0,0.3071,Supplier 24,9.0,5.7768,0.6848
SKU1422,Product 1422,Store A,0.0,0.4815,Supplier 24,9.0,8.5656,0.6848
SKU1423,Product 1423,Store C,0.0,0.4815,Supplier 24,9.0,8.964,0.6848
SKU1427,Product 1427,Store C,24.0,0.4465,Supplier 24,9.0,8.217,0.6848
SKU1435,Product 1435,Store A,23.0,0.4482,Supplier 24,9.0,8.0344,0.6848
SKU1447,Product 1447,Store A,0.0,0.4814,Supplier 24,9.0,8.0676,0.6848
SKU1463,Product 1463,Store A,8.0,0.4233,Supplier 24,9.0,8.7648,0.6848
SKU1481,Product 1481,Store C,9.0,0.5312,Supplier 24,9.0,10.956,0.6848
SKU1507,Product 1507,Store B,7.0,0.4814,Supplier 24,9.0,9.3873,0.6848
SKU1518,Product 1518,Store A,38.0,0.3818,Supplier 24,9.0,7.221,0.6848
SKU1521,Product 1521,Store A,5.0,0.7388,Supplier 24,9.0,14.774,0.6848
SKU1560,Product 1560,Store C,11.0,0.4067,Supplier 24,9.0,8.217,0.6848
SKU1588,Product 1588,Store A,14.0,0.5063,Supplier 46,9.0,11.1552,0.6848
SKU1648,Product 1648,Store A,9.0,1.1537,Supplier 75,9.0,15.687,0.6848
SKU1710,Product 1710,Store B,17.0,0.5063,Supplier 46,9.0,11.8192,0.6848
SKU1790,Product 1790,Store B,43.0,1.3033,Supplier 42,9.0,21.0654,0.6848
SKU1792,Product 1792,Store B,38.0,0.7553,Supplier 42,9.0,16.8158,0.6848
SKU0092,Product 0092,Store C,0.0,0.3761,Supplier 68,8.0,4.3824,0.6087
SKU0105,Product 0105,Store B,23.0,0.3735,Supplier 68,8.0,7.304,0.6087
SKU0126,Product 0126,Store A,17.0,0.6377,Supplier 05,8.0,14.0602,0.6087
SKU0140,Product 0140,Store A,2.0,0.913,Supplier 59,8.0,14.2428,0.6087
SKU0166,Product 0166,Store B,0.0,0.0,Multiple suppliers,8.0,10.375,0.6087
SKU0599,Product 0599,Store A,0.0,0.0,Supplier 17,8.0,8.9474,0.6087
SKU0694,Product 0694,Store A,36.0,0.2158,Supplier 02,8.0,6.391,0.6087
SKU0789,Product 0789,Store C,0.0,0.7472,Supplier 10,8.0,9.628,0.6087
SKU0792,Product 0792,Store B,0.0,0.7471,Supplier 10,8.0,9.5035,0.6087
SKU0793,Product 0793,Store B,0.0,0.7496,Supplier 10,8.0,9.5035,0.6087
SKU0821,Product 0821,Store B,0.0,0.0,Supplier 69,8.0,1.2782,0.6087
SKU0850,Product 0850,Store B,2.0,0.2739,Supplier 43,8.0,3.652,0.6087
SKU0877,Product 0877,Store A,0.0,0.7139,Supplier 19,8.0,11.288,0.6087
SKU0890,Product 0890,Store A,15.0,0.4955,Supplier 02,8.0,12.616,0.6087
SKU0926,Product 0926,Store B,31.0,0.0931,Unknown supplier,8.0,2.9465,0.6087
SKU0941,Product 0941,Store B,10.0,6.4071,Supplier 29,8.0,106.6052,0.6087
SKU0988,Product 0988,Store A,17.0,0.498,Supplier 69,8.0,10.3584,0.6087
SKU1022,Product 1022,Store A,0.0,0.5666,Supplier 42,8.0,12.616,0.6087
SKU1048,Product 1048,Store B,13.0,0.4067,Supplier 05,8.0,9.96,0.6087
SKU1207,Product 1207,Store C,0.0,1.0458,Supplier 39,8.0,18.1272,0.6087
SKU1210,Product 1210,Store A,7.0,1.1537,Supplier 43,8.0,16.8075,0.6087
SKU1258,Product 1258,Store C,0.0,1.0377,Supplier 24,8.0,15.355,0.6087
SKU1276,Product 1276,Store B,1.0,0.8466,Supplier 24,8.0,13.28,0.6087
SKU1279,Product 1279,Store B,0.0,0.8468,Supplier 24,8.0,13.28,0.6087
SKU1303,Product 1303,Store B,0.0,0.7306,Multiple suppliers,8.0,9.96,0.6087
SKU1315,Product 1315,Store C,1.0,0.8716,Supplier 24,8.0,13.28,0.6087
SKU1401,Product 1401,Store B,6.0,1.2451,Supplier 24,8.0,21.248,0.6087
SKU1427,Product 1427,Store B,8.0,0.4482,Supplier 24,8.0,7.304,0.6087
SKU1444,Product 1444,Store B,30.0,0.4482,Supplier 24,8.0,7.304,0.6087
SKU1462,Product 1462,Store B,17.0,0.4233,Supplier 24,8.0,7.968,0.6087
SKU1477,Product 1477,Store C,0.0,0.5313,Supplier 24,8.0,9.96,0.6087
SKU1558,Product 1558,Store B,12.0,0.3818,Supplier 24,8.0,6.557,0.6087
SKU1617,Product 1617,Store A,1.0,0.498,Supplier 07,8.0,7.7688,0.6087
SKU1651,Product 1651,Store B,32.0,1.9588,Supplier 75,8.0,35.607,0.6087
SKU1713,Product 1713,Store A,18.0,0.5146,Supplier 46,8.0,10.4912,0.6087
SKU0116,Product 0116,Store B,0.0,0.996,Supplier 10,7.0,11.3295,0.5326
SKU0125,Product 0125,Store A,24.0,0.5417,Supplier 05,7.0,12.2342,0.5326
SKU0126,Product 0126,Store B,20.0,0.6377,Supplier 05,7.0,12.782,0.5326
SKU0140,Product 0140,Store B,0.0,0.0,Supplier 59,7.0,12.782,0.5326
SKU0599,Product 0599,Store B,0.0,0.0,Supplier 17,7.0,7.7854,0.5326
SKU0616,Product 0616,Store A,2.0,0.5396,Supplier 17,7.0,8.0178,0.5326
SKU0724,Product 0724,Store A,11.0,0.8674,Supplier 49,7.0,16.6083,0.5326
SKU0728,Product 0728,Store A,0.0,0.8928,Supplier 49,7.0,16.1269,0.5326
SKU0729,Product 0729,Store C,12.0,0.8674,Supplier 49,7.0,16.849,0.5326
SKU0791,Product 0791,Store B,1.0,0.7471,Supplier 10,7.0,8.4245,0.5326
SKU0791,Product 0791,Store C,1.0,0.7472,Supplier 10,7.0,8.4245,0.5326
SKU0792,Product 0792,Store C,1.0,0.7472,Supplier 10,7.0,8.4245,0.5326
SKU0898,Product 0898,Store A,6.0,3.3451,Supplier 29,7.0,50.9703,0.5326
SKU1026,Product 1026,Store C,6.0,0.332,Supplier 11,7.0,5.229,0.5326
SKU1204,Product 1204,Store B,0.0,0.0,Supplier 39,7.0,15.8032,0.5326
SKU1204,Product 1204,Store C,0.0,0.0,Supplier 39,7.0,16.0356,0.5326
SKU1207,Product 1207,Store B,2.0,1.0458,Supplier 39,7.0,15.5708,0.5326
SKU1208,Product 1208,Store A,0.0,1.0458,Multiple suppliers,7.0,15.8032,0.5326
SKU1259,Product 1259,Store A,1.0,1.3531,Supplier 24,7.0,20.4014,0.5326
SKU1261,Product 1261,Store C,0.0,0.5647,Supplier 24,7.0,8.134,0.5326
SKU1297,Product 1297,Store B,0.0,0.0,Supplier 06,7.0,14.8736,0.5326
SKU1298,Product 1298,Store A,13.0,0.9545,Supplier 06,7.0,21.4472,0.5326
SKU1300,Product 1300,Store B,5.0,0.5395,Supplier 17,7.0,7.9016,0.5326
SKU1302,Product 1302,Store A,3.0,0.6225,Supplier 12,7.0,11.537,0.5326
SKU1304,Product 1304,Store C,3.0,1.9092,Supplier 12,7.0,26.975,0.5326
SKU1410,Product 1410,Store A,5.0,0.7388,Supplier 24,7.0,11.288,0.5326
SKU1418,Product 1418,Store A,45.0,0.3036,Supplier 24,7.0,4.5816,0.5326
SKU1425,Product 1425,Store B,5.0,0.7388,Supplier 24,7.0,11.288,0.5326
SKU1483,Product 1483,Store B,7.0,0.5312,Supplier 24,7.0,8.217,0.5326
SKU1512,Product 1512,Store A,14.0,0.3818,Supplier 24,7.0,5.727,0.5326
SKU1512,Product 1512,Store B,16.0,0.3818,Supplier 24,7.0,5.2539,0.5326
SKU1547,Product 1547,Store B,16.0,0.3154,Supplier 24,7.0,5.81,0.5326
SKU1549,Product 1549,Store B,0.0,0.5064,Supplier 24,7.0,8.134,0.5326
SKU1574,Product 1574,Store C,9.0,4.3329,Supplier 24,7.0,72.625,0.5326
SKU1645,Product 1645,Store A,11.0,1.0874,Supplier 75,7.0,18.592,0.5326
SKU1719,Product 1719,Store C,0.0,0.0,Multiple suppliers,7.0,22.078,0.5326
SKU1762,Product 1762,Store B,17.0,0.5063,Supplier 46,7.0,9.1632,0.5326
SKU1794,Product 1794,Store B,38.0,0.2988,Supplier 42,7.0,7.138,0.5326
SKU1795,Product 1795,Store A,0.0,0.0,Multiple suppliers,7.0,43.575,0.5326
SKU0008,Product 0008,Store A,0.0,0.0,Supplier 64,6.0,3.154,0.4565
SKU0139,Product 0139,Store B,0.0,0.0,Supplier 59,6.0,9.96,0.4565
SKU0476,Product 0476,Store A,0.0,0.0,Supplier 59,6.0,6.8558,0.4565
SKU0568,Product 0568,Store A,0.0,1.7038,Supplier 65,6.0,21.7626,0.4565
SKU0585,Product 0585,Store A,0.0,0.7887,Supplier 17,6.0,9.13,0.4565
SKU0640,Product 0640,Store B,22.0,0.6201,Supplier 02,6.0,9.794,0.4565
SKU0656,Product 0656,Store C,0.0,0.0,Supplier 16,6.0,3.8346,0.4565
SKU0724,Product 0724,Store C,9.0,0.8674,Supplier 49,6.0,14.442,0.4565
SKU0725,Product 0725,Store B,0.0,0.8675,Supplier 49,6.0,13.9606,0.4565
SKU0726,Product 0726,Store A,7.0,0.8674,Supplier 49,6.0,13.4792,0.4565
SKU0726,Product 0726,Store C,7.0,0.8674,Supplier 49,6.0,13.9606,0.4565
SKU0728,Product 0728,Store C,11.0,0.8922,Supplier 49,6.0,14.442,0.4565
SKU0793,Product 0793,Store C,2.0,0.7472,Supplier 10,6.0,6.7313,0.4565
SKU0868,Product 0868,Store B,11.0,1.187,Supplier 19,6.0,11.0224,0.4565
SKU0951,Product 0951,Store B,11.0,0.8922,Supplier 49,6.0,13.7199,0.4565
SKU0953,Product 0953,Store A,5.0,0.8674,Supplier 49,6.0,14.2013,0.4565
SKU0955,Product 0955,Store C,0.0,0.0,Supplier 29,6.0,59.428,0.4565
SKU1200,Product 1200,Store A,5.0,0.5395,Unknown supplier,6.0,6.6234,0.4565
SKU1200,Product 1200,Store C,0.0,0.0,Unknown supplier,6.0,6.972,0.4565
SKU1204,Product 1204,Store A,1.0,1.046,Supplier 39,6.0,13.0144,0.4565
SKU1218,Product 1218,Store C,0.0,0.631,Supplier 24,6.0,8.964,0.4565
SKU1253,Product 1253,Store C,3.0,0.5977,Supplier 24,6.0,8.964,0.4565
SKU1270,Product 1270,Store B,7.0,0.6144,Supplier 24,6.0,8.964,0.4565
SKU1270,Product 1270,Store C,7.0,0.6143,Supplier 24,6.0,5.976,0.4565
SKU1278,Product 1278,Store A,9.0,0.8466,Supplier 24,6.0,9.96,0.4565
SKU1290,Product 1290,Store B,0.0,3.2459,Supplier 19,6.0,30.5855,0.4565
SKU1306,Product 1306,Store C,2.0,1.9093,Supplier 12,6.0,24.9,0.4565
SKU1389,Product 1389,Store B,7.0,0.8466,Supplier 24,6.0,9.96,0.4565
SKU1400,Product 1400,Store A,0.0,1.2457,Supplier 24,6.0,15.4048,0.4565
SKU1408,Product 1408,Store B,7.0,0.7387,Supplier 24,6.0,9.628,0.4565
SKU1423,Product 1423,Store A,0.0,0.4815,Supplier 24,6.0,5.478,0.4565
SKU1463,Product 1463,Store B,14.0,0.4233,Supplier 24,6.0,5.7768,0.4565
SKU1475,Product 1475,Store A,2.0,0.5313,Supplier 24,6.0,7.3455,0.4565
SKU1476,Product 1476,Store C,0.0,0.5312,Supplier 24,6.0,7.47,0.4565
SKU1511,Product 1511,Store B,18.0,0.3818,Supplier 24,6.0,4.731,0.4565
SKU1536,Product 1536,Store B,9.0,0.4233,Supplier 24,6.0,5.976,0.4565
SKU1543,Product 1543,Store C,6.0,0.7636,Supplier 24,6.0,9.96,0.4565
SKU1544,Product 1544,Store B,4.0,0.8052,Supplier 24,6.0,9.628,0.4565
SKU1546,Product 1546,Store B,13.0,0.3818,Supplier 24,6.0,4.731,0.4565
SKU1549,Product 1549,Store C,6.0,0.5063,Supplier 24,6.0,6.972,0.4565
SKU1568,Product 1568,Store B,0.0,0.5063,Supplier 24,6.0,6.972,0.4565
SKU1589,Product 1589,Store B,19.0,0.6059,Supplier 46,6.0,8.5158,0.4565
SKU1650,Product 1650,Store C,25.0,1.9588,Supplier 75,6.0,27.39,0.4565
SKU1652,Product 1652,Store C,13.0,2.3323,Supplier 75,6.0,28.884,0.4565
SKU1659,Product 1659,Store B,18.0,0.498,Supplier 46,6.0,7.8352,0.4565
SKU1760,Product 1760,Store A,19.0,0.5063,Supplier 46,6.0,7.5696,0.4565
SKU1760,Product 1760,Store C,15.0,0.5063,Supplier 46,6.0,7.968,0.4565
SKU1762,Product 1762,Store A,19.0,0.5063,Supplier 46,6.0,7.5696,0.4565
SKU1790,Product 1790,Store A,37.0,1.3089,Supplier 42,6.0,14.525,0.4565
SKU0019,Product 0019,Store C,1.0,5.121,Supplier 29,5.0,67.3296,0.3804
SKU0120,Product 0120,Store B,6.0,1.4028,Supplier 05,5.0,15.0479,0.3804
SKU0124,Product 0124,Store A,32.0,0.507,Supplier 05,5.0,9.13,0.3804
SKU0130,Product 0130,Store C,2.0,0.996,Supplier 10,5.0,8.0925,0.3804
SKU0131,Product 0131,Store C,2.0,0.9962,Supplier 10,5.0,7.9265,0.3804
SKU0323,Product 0323,Store A,0.0,0.7184,Supplier 33,5.0,6.9139,0.3804
SKU0548,Product 0548,Store C,0.0,0.0,Supplier 59,5.0,3.735,0.3804
SKU0568,Product 0568,Store B,2.0,1.7015,Supplier 65,5.0,17.9446,0.3804
SKU0724,Product 0724,Store B,8.0,0.8674,Supplier 49,5.0,12.035,0.3804
SKU0782,Product 0782,Store A,0.0,0.0,Supplier 11,5.0,2.49,0.3804
SKU0784,Product 0784,Store A,0.0,0.0,Supplier 11,5.0,3.4777,0.3804
SKU0784,Product 0784,Store C,0.0,0.0,Supplier 11,5.0,3.237,0.3804
SKU0789,Product 0789,Store A,1.0,0.747,Supplier 10,5.0,6.0175,0.3804
SKU0789,Product 0789,Store B,3.0,0.7471,Supplier 10,5.0,5.6523,0.3804
SKU0791,Product 0791,Store A,2.0,0.7471,Supplier 10,5.0,5.7768,0.3804
SKU0792,Product 0792,Store A,3.0,0.7472,Supplier 10,5.0,5.893,0.3804
SKU0800,Product 0800,Store C,12.0,1.2035,Supplier 66,5.0,15.1392,0.3804
SKU0852,Product 0852,Store B,4.0,0.2739,Supplier 43,5.0,2.2825,0.3804
SKU0870,Product 0870,Store B,10.0,1.187,Supplier 19,5.0,9.4952,0.3804
SKU0953,Product 0953,Store B,15.0,0.8674,Supplier 49,5.0,11.5536,0.3804
SKU0981,Product 0981,Store B,16.0,0.2905,Supplier 22,5.0,3.1208,0.3804
SKU0997,Product 0997,Store C,27.0,0.5395,Supplier 42,5.0,8.3,0.3804
SKU1024,Product 1024,Store C,0.0,0.0,Supplier 11,5.0,5.5776,0.3804
SKU1208,Product 1208,Store B,2.0,1.046,Multiple suppliers,5.0,11.1552,0.3804
SKU1235,Product 1235,Store A,32.0,0.4897,Supplier 04,5.0,6.225,0.3804
SKU1253,Product 1253,Store A,9.0,0.5976,Supplier 24,5.0,7.3206,0.3804
SKU1261,Product 1261,Store A,0.0,0.0,Supplier 24,5.0,5.6938,0.3804
SKU1261,Product 1261,Store B,0.0,0.5662,Supplier 24,5.0,5.81,0.3804
SKU1299,Product 1299,Store A,8.0,0.5395,Supplier 17,5.0,5.5776,0.3804
SKU1301,Product 1301,Store C,4.0,2.2411,Multiple suppliers,5.0,23.655,0.3804
SKU1306,Product 1306,Store A,4.0,1.909,Supplier 12,5.0,19.505,0.3804
SKU1319,Product 1319,Store A,12.0,1.028,Supplier 24,5.0,10.9228,0.3804
SKU1319,Product 1319,Store C,15.0,0.9877,Supplier 24,5.0,11.62,0.3804
SKU1358,Product 1358,Store C,24.0,0.8634,Supplier 24,5.0,10.375,0.3804
SKU1388,Product 1388,Store A,4.0,0.8466,Supplier 24,5.0,8.3,0.3804
SKU1400,Product 1400,Store B,1.0,1.2454,Supplier 24,5.0,13.28,0.3804
SKU1400,Product 1400,Store C,1.0,1.2451,Supplier 24,5.0,13.28,0.3804
SKU1427,Product 1427,Store A,15.0,0.4482,Supplier 24,5.0,4.4737,0.3804
SKU1447,Product 1447,Store B,2.0,0.4814,Supplier 24,5.0,4.6812,0.3804
SKU1483,Product 1483,Store A,9.0,0.5313,Supplier 24,5.0,5.976,0.3804
SKU1543,Product 1543,Store B,11.0,0.7637,Supplier 24,5.0,8.3,0.3804
SKU1549,Product 1549,Store A,6.0,0.5063,Supplier 24,5.0,5.81,0.3804
SKU1557,Product 1557,Store A,5.0,0.3901,Supplier 24,5.0,5.81,0.3804
SKU1563,Product 1563,Store B,20.0,0.4067,Supplier 24,5.0,4.4737,0.3804
SKU1646,Product 1646,Store C,14.0,1.0874,Supplier 75,5.0,12.7488,0.3804
SKU1648,Product 1648,Store B,7.0,1.1537,Supplier 75,5.0,7.885,0.3804
SKU1651,Product 1651,Store A,20.0,1.9588,Supplier 75,5.0,22.825,0.3804
SKU1701,Product 1701,Store A,13.0,0.4897,Supplier 74,5.0,5.2871,0.3804
SKU1713,Product 1713,Store B,16.0,0.5146,Supplier 46,5.0,6.3744,0.3804
SKU1723,Product 1723,Store B,0.0,0.0,Supplier 09,5.0,16.6,0.3804
SKU1793,Product 1793,Store A,43.0,0.7553,Supplier 42,5.0,8.7316,0.3804
SKU1783,Product 1783,Store A,2.476,5.2292,Supplier 42,4.944,52.7216,0.3762
SKU0996,Product 0996,Store B,7.418,4.4157,Multiple suppliers,4.212,39.1677,0.3205
SKU0001,Product 0001,Store C,2.0,0.0432,Supplier 64,4.0,0.664,0.3043
SKU0008,Product 0008,Store B,0.0,0.0,Supplier 64,4.0,1.66,0.3043
SKU0021,Product 0021,Store C,0.0,10.2954,Supplier 29,4.0,79.8626,0.3043
SKU0116,Product 0116,Store A,4.0,0.9962,Supplier 10,4.0,5.976,0.3043
SKU0131,Product 0131,Store A,3.0,0.9962,Supplier 10,4.0,6.308,0.3043
SKU0581,Product 0581,Store A,-1.0,4.233,Supplier 14,4.0,42.6869,0.3043
SKU0612,Product 0612,Store B,5.0,0.5396,Supplier 17,4.0,4.5318,0.3043
SKU0639,Product 0639,Store B,15.0,0.5976,Supplier 02,4.0,7.968,0.3043
SKU0657,Product 0657,Store B,4.0,3.7027,Supplier 54,4.0,32.868,0.3043
SKU0657,Product 0657,Store C,4.0,3.702,Supplier 54,4.0,32.0463,0.3043
SKU0715,Product 0715,Store B,20.0,0.7387,Supplier 05,4.0,7.968,0.3043
SKU0729,Product 0729,Store A,5.0,0.8674,Supplier 49,4.0,8.9059,0.3043
SKU0793,Product 0793,Store A,4.0,0.747,Supplier 10,4.0,4.5733,0.3043
SKU0806,Product 0806,Store C,0.0,0.0,Supplier 66,4.0,5.1792,0.3043
SKU0823,Product 0823,Store C,7.0,1.8177,Supplier 44,4.0,13.8195,0.3043
SKU0826,Product 0826,Store A,5.0,1.0707,Supplier 44,4.0,9.96,0.3043
SKU0827,Product 0827,Store A,6.0,1.1372,Supplier 44,4.0,9.213,0.3043
SKU0894,Product 0894,Store B,0.0,3.7483,Supplier 01,4.0,23.904,0.3043
SKU0897,Product 0897,Store A,4.0,4.1427,Supplier 01,4.0,26.5932,0.3043
SKU0928,Product 0928,Store B,6.0,1.4444,Supplier 34,4.0,11.9603,0.3043
SKU0930,Product 0930,Store B,0.0,0.0,Supplier 62,4.0,4.98,0.3043
SKU0935,Product 0935,Store C,11.0,4.5984,Supplier 62,4.0,29.548,0.3043
SKU0939,Product 0939,Store A,7.0,11.5711,Supplier 62,4.0,59.428,0.3043
SKU0939,Product 0939,Store C,9.0,11.5706,Supplier 62,4.0,52.788,0.3043
SKU0997,Product 0997,Store A,30.0,0.5395,Supplier 42,4.0,6.308,0.3043
SKU1027,Product 1027,Store C,0.0,0.0,Supplier 11,4.0,2.988,0.3043
SKU1212,Product 1212,Store C,0.0,0.0,Supplier 17,4.0,6.64,0.3043
SKU1218,Product 1218,Store A,1.0,0.631,Supplier 24,4.0,5.976,0.3043
SKU1258,Product 1258,Store A,0.0,1.0377,Supplier 24,4.0,8.3,0.3043
SKU1277,Product 1277,Store A,5.0,0.8467,Supplier 24,4.0,6.474,0.3043
SKU1278,Product 1278,Store C,3.0,0.8466,Supplier 24,4.0,6.64,0.3043
SKU1304,Product 1304,Store A,5.0,1.9091,Supplier 12,4.0,14.94,0.3043
SKU1358,Product 1358,Store A,16.0,0.7885,Supplier 24,4.0,7.885,0.3043
SKU1396,Product 1396,Store B,5.0,0.8467,Supplier 24,4.0,6.474,0.3043
SKU1461,Product 1461,Store B,5.0,0.4233,Supplier 24,4.0,3.984,0.3043
SKU1464,Product 1464,Store B,0.0,1.403,Supplier 24,4.0,11.3295,0.3043
SKU1477,Product 1477,Store A,2.0,0.5313,Supplier 24,4.0,4.98,0.3043
SKU1477,Product 1477,Store B,4.0,0.5313,Supplier 24,4.0,4.98,0.3043
SKU1524,Product 1524,Store B,18.0,0.9296,Supplier 24,4.0,8.3,0.3043
SKU1543,Product 1543,Store A,9.0,0.7718,Supplier 24,4.0,6.64,0.3043
SKU1544,Product 1544,Store C,6.0,0.8051,Supplier 24,4.0,6.64,0.3043
SKU1547,Product 1547,Store A,12.0,0.3154,Supplier 24,4.0,3.154,0.3043
SKU1555,Product 1555,Store A,4.0,0.8467,Supplier 24,4.0,6.64,0.3043
SKU1556,Product 1556,Store B,0.0,0.0,Supplier 24,4.0,4.98,0.3043
SKU1567,Product 1567,Store C,0.0,0.0,Supplier 24,4.0,4.2994,0.3043
SKU1570,Product 1570,Store A,0.0,0.548,Supplier 24,4.0,4.482,0.3043
SKU1646,Product 1646,Store A,18.0,1.0873,Supplier 75,4.0,10.624,0.3043
SKU1646,Product 1646,Store B,23.0,1.0873,Supplier 75,4.0,10.3584,0.3043
SKU1649,Product 1649,Store B,11.0,1.1538,Supplier 75,4.0,6.308,0.3043
SKU1680,Product 1680,Store B,7.0,0.5976,Supplier 18,4.0,5.312,0.3043
SKU1719,Product 1719,Store B,0.0,0.0,Multiple suppliers,4.0,12.616,0.3043
SKU1784,Product 1784,Store C,4.0,5.1461,Supplier 42,4.0,47.31,0.3043
SKU1795,Product 1795,Store B,0.0,0.0,Multiple suppliers,4.0,26.145,0.3043
SKU1784,Product 1784,Store A,6.092,5.1465,Supplier 42,3.836,43.2679,0.2919
SKU0996,Product 0996,Store A,4.734,4.4157,Multiple suppliers,3.166,27.473,0.2409
SKU1785,Product 1785,Store B,6.797,4.3992,Supplier 42,3.151,28.9919,0.2398
SKU0019,Product 0019,Store A,0.0,0.0,Supplier 29,3.0,37.1259,0.2283
SKU0019,Product 0019,Store B,0.0,0.0,Supplier 29,3.0,40.6783,0.2283
SKU0021,Product 0021,Store B,0.0,0.0,Supplier 29,3.0,59.5276,0.2283
SKU0024,Product 0024,Store C,0.0,0.2067,Supplier 64,3.0,3.486,0.2283
SKU0053,Product 0053,Store A,6.0,0.6889,Supplier 24,3.0,4.98,0.2283
SKU0065,Product 0065,Store B,5.0,0.3735,Supplier 68,3.0,2.6477,0.2283
SKU0130,Product 0130,Store B,5.0,0.996,Supplier 10,3.0,4.8555,0.2283
SKU0131,Product 0131,Store B,5.0,0.9961,Supplier 10,3.0,4.8555,0.2283
SKU0451,Product 0451,Store A,0.0,0.0,Supplier 02,3.0,4.15,0.2283
SKU0514,Product 0514,Store B,0.0,0.3154,Supplier 59,3.0,2.988,0.2283
SKU0555,Product 0555,Store C,0.0,0.0,Supplier 29,3.0,42.1723,0.2283
SKU0568,Product 0568,Store C,5.0,1.7015,Supplier 65,3.0,11.454,0.2283
SKU0590,Product 0590,Store B,0.0,3.8695,Supplier 54,3.0,23.0076,0.2283
SKU0640,Product 0640,Store A,39.0,0.6201,Supplier 02,3.0,4.648,0.2283
SKU0715,Product 0715,Store A,9.0,0.7387,Supplier 05,3.0,5.976,0.2283
SKU0826,Product 0826,Store B,4.0,1.0707,Supplier 44,3.0,6.972,0.2283
SKU0827,Product 0827,Store B,9.0,1.1372,Supplier 44,3.0,7.221,0.2283
SKU0828,Product 0828,Store C,8.0,1.1787,Supplier 44,3.0,7.221,0.2283
SKU0897,Product 0897,Store B,1.0,4.1427,Supplier 01,3.0,20.6836,0.2283
SKU0898,Product 0898,Store C,8.0,3.3451,Supplier 29,3.0,22.161,0.2283
SKU0931,Product 0931,Store C,0.0,1.1786,Supplier 62,3.0,3.735,0.2283
SKU0952,Product 0952,Store A,8.0,0.8922,Supplier 49,3.0,6.7396,0.2283
SKU0954,Product 0954,Store A,6.0,5.635,Supplier 29,3.0,29.631,0.2283
SKU0954,Product 0954,Store C,1.0,5.6363,Supplier 29,3.0,29.631,0.2283
SKU0964,Product 0964,Store C,0.0,0.0,Supplier 31,3.0,10.458,0.2283
SKU1036,Product 1036,Store B,2.0,1.8183,Supplier 28,3.0,13.197,0.2283
SKU1037,Product 1037,Store C,0.0,0.0,Supplier 28,3.0,12.3172,0.2283
SKU1038,Product 1038,Store C,3.0,1.8181,Supplier 28,3.0,13.197,0.2283
SKU1039,Product 1039,Store C,3.0,1.8179,Supplier 28,3.0,13.197,0.2283
SKU1074,Product 1074,Store C,0.0,0.0,Supplier 09,3.0,2.988,0.2283
SKU1075,Product 1075,Store C,26.0,0.8856,Multiple suppliers,3.0,4.98,0.2283
SKU1179,Product 1179,Store C,0.0,1.2467,Supplier 34,3.0,7.7024,0.2283
SKU1207,Product 1207,Store A,6.0,1.0459,Supplier 39,3.0,6.7396,0.2283
SKU1211,Product 1211,Store B,0.0,0.0,Supplier 17,3.0,4.648,0.2283
SKU1212,Product 1212,Store B,0.0,0.0,Supplier 17,3.0,4.814,0.2283
SKU1218,Product 1218,Store B,4.0,0.6308,Supplier 24,3.0,4.482,0.2283
SKU1247,Product 1247,Store A,1.0,1.0958,Supplier 24,3.0,6.972,0.2283
SKU1252,Product 1252,Store A,5.0,0.6143,Supplier 24,3.0,4.0338,0.2283
SKU1258,Product 1258,Store B,0.0,1.039,Supplier 24,3.0,6.225,0.2283
SKU1269,Product 1269,Store C,4.0,0.6392,Supplier 24,3.0,4.1832,0.2283
SKU1271,Product 1271,Store B,6.0,0.9047,Supplier 24,3.0,6.225,0.2283
SKU1300,Product 1300,Store A,0.0,0.5398,Supplier 17,3.0,3.486,0.2283
SKU1302,Product 1302,Store B,7.0,0.6225,Supplier 12,3.0,4.731,0.2283
SKU1379,Product 1379,Store B,0.0,2.8977,Supplier 28,3.0,16.849,0.2283
SKU1379,Product 1379,Store C,1.0,2.8974,Supplier 28,3.0,16.849,0.2283
